	MCT.f.0106	MCT.f.0107	MCT.f.0108	MCT.f.0109	MCT.f.0110	MCT.f.0111	MCT.f.0112	MCT.f.0113	MCT.f.0114	MCT.f.0115	MCT.f.0116	MCT.f.0117	MCT.f.0118	MCT.f.0119
MCT.f.0106	0.0	2.46755976516	4.24417019079	4.70349852595	4.93277184317	5.18920584284	5.50942143911	6.01062250414	6.7592321045	6.64719038107	7.46977059888	7.09096314585	6.73078124809	7.40063014634
MCT.f.0107	2.46755976516	0.0	2.26395378361	2.93002752251	3.61552146389	5.07474899965	5.83296985393	6.25068190552	6.52874102823	6.2240788775	6.93236606537	6.78756483771	6.43244263998	7.1087150622
MCT.f.0108	4.24417019079	2.26395378361	0.0	1.47103667289	2.92181381622	4.77442202365	6.38347788905	6.72869075366	5.98493092934	5.81178738909	6.25857962002	6.39430578899	6.83320361192	7.40895709
MCT.f.0109	4.70349852595	2.93002752251	1.47103667289	0.0	1.76672771868	3.80595028289	5.39697963854	5.91803432287	5.25643675312	5.24063134033	5.99333862014	6.45218692715	6.48638243489	6.93848074469
MCT.f.0110	4.93277184317	3.61552146389	2.92181381622	1.76672771868	0.0	2.56574975906	4.34072456187	4.89971243789	4.8351833524	4.49967617197	5.56850456949	6.10115203351	5.85890080456	6.50200856318
MCT.f.0111	5.18920584284	5.07474899965	4.77442202365	3.80595028289	2.56574975906	0.0	2.1231340758	3.0257656115	3.23214279509	4.23085065685	5.69478736869	6.11979908577	5.81157949452	6.34456038485
MCT.f.0112	5.50942143911	5.83296985393	6.38347788905	5.39697963854	4.34072456187	2.1231340758	0.0	1.43010556991	2.95589166861	4.16652784595	6.12368309561	6.73159063091	5.98928565321	6.56831118319
MCT.f.0113	6.01062250414	6.25068190552	6.72869075366	5.91803432287	4.89971243789	3.0257656115	1.43010556991	0.0	2.03293423782	3.08275521862	5.30289956097	6.49721163289	5.93220383519	6.63085037323
MCT.f.0114	6.7592321045	6.52874102823	5.98493092934	5.25643675312	4.8351833524	3.23214279509	2.95589166861	2.03293423782	0.0	1.87738681741	3.89107192522	5.24897378414	5.84982760954	6.13152057383
MCT.f.0115	6.64719038107	6.2240788775	5.81178738909	5.24063134033	4.49967617197	4.23085065685	4.16652784595	3.08275521862	1.87738681741	0.0	2.83208450399	4.3453391628	4.89070868255	6.14229909055
MCT.f.0116	7.46977059888	6.93236606537	6.25857962002	5.99333862014	5.56850456949	5.69478736869	6.12368309561	5.30289956097	3.89107192522	2.83208450399	0.0	1.9096245424	3.10009542564	4.28001452496
MCT.f.0117	7.09096314585	6.78756483771	6.39430578899	6.45218692715	6.10115203351	6.11979908577	6.73159063091	6.49721163289	5.24897378414	4.3453391628	1.9096245424	0.0	2.23039899786	3.41381212372
MCT.f.0118	6.73078124809	6.43244263998	6.83320361192	6.48638243489	5.85890080456	5.81157949452	5.98928565321	5.93220383519	5.84982760954	4.89070868255	3.10009542564	2.23039899786	0.0	2.20189867893
MCT.f.0119	7.40063014634	7.1087150622	7.40895709	6.93848074469	6.50200856318	6.34456038485	6.56831118319	6.63085037323	6.13152057383	6.14229909055	4.28001452496	3.41381212372	2.20189867893	0.0
