	sample1	sample3	sample4	sample5	sample6	sample7	sample9	sample12	sample13	sample14	sample16	sample17
sample1	0.0	0.697986577181	0.880952380952	0.757352941176	0.809523809524	0.820987654321	0.696428571429	0.798742138365	0.827814569536	0.818791946309	0.858208955224	0.883211678832
sample3	0.697986577181	0.0	0.776923076923	0.808917197452	0.808641975309	0.763313609467	0.748091603053	0.70987654321	0.803680981595	0.802469135802	0.795774647887	0.804195804196
sample4	0.880952380952	0.776923076923	0.0	0.814159292035	0.703703703704	0.827067669173	0.738636363636	0.827067669173	0.796610169492	0.794871794872	0.64367816092	0.674157303371
sample5	0.757352941176	0.808917197452	0.814159292035	0.0	0.773722627737	0.835443037975	0.888	0.871165644172	0.731343283582	0.873333333333	0.793388429752	0.893939393939
sample6	0.809523809524	0.808641975309	0.703703703704	0.773722627737	0.0	0.716216216216	0.781512605042	0.724832214765	0.724637681159	0.767605633803	0.72268907563	0.774193548387
sample7	0.820987654321	0.763313609467	0.827067669173	0.835443037975	0.716216216216	0.0	0.789473684211	0.608108108108	0.850299401198	0.68275862069	0.782608695652	0.816901408451
sample9	0.696428571429	0.748091603053	0.738636363636	0.888	0.781512605042	0.789473684211	0.0	0.770992366412	0.8515625	0.762711864407	0.77	0.85046728972
sample12	0.798742138365	0.70987654321	0.827067669173	0.871165644172	0.724832214765	0.608108108108	0.770992366412	0.0	0.807453416149	0.615942028986	0.816901408451	0.808510638298
sample13	0.827814569536	0.803680981595	0.796610169492	0.731343283582	0.724637681159	0.850299401198	0.8515625	0.807453416149	0.0	0.795918367347	0.850746268657	0.892086330935
sample14	0.818791946309	0.802469135802	0.794871794872	0.873333333333	0.767605633803	0.68275862069	0.762711864407	0.615942028986	0.795918367347	0.0	0.823076923077	0.832061068702
sample16	0.858208955224	0.795774647887	0.64367816092	0.793388429752	0.72268907563	0.782608695652	0.77	0.816901408451	0.850746268657	0.823076923077	0.0	0.631578947368
sample17	0.883211678832	0.804195804196	0.674157303371	0.893939393939	0.774193548387	0.816901408451	0.85046728972	0.808510638298	0.892086330935	0.832061068702	0.631578947368	0.0
