	MCT.f.0325	MCT.f.0326	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0325	0.0	0.288659793814	0.364485981308	0.559259259259	0.593525179856	0.71568627451	0.707641196013	0.725490196078	0.712962962963	0.76	0.766561514196	0.789808917197
MCT.f.0326	0.288659793814	0.0	0.178403755869	0.452898550725	0.525773195876	0.657320872274	0.657232704403	0.666666666667	0.653846153846	0.699115044248	0.703927492447	0.759643916914
MCT.f.0327	0.364485981308	0.178403755869	0.0	0.339552238806	0.431578947368	0.596875	0.564516129032	0.593059936909	0.608823529412	0.604863221884	0.649546827795	0.743515850144
MCT.f.0329	0.559259259259	0.452898550725	0.339552238806	0.0	0.145038167939	0.4	0.568047337278	0.629943502825	0.631016042781	0.605042016807	0.642458100559	0.709239130435
MCT.f.0330	0.593525179856	0.525773195876	0.431578947368	0.145038167939	0.0	0.298611111111	0.553571428571	0.612535612536	0.603260869565	0.595505617978	0.625352112676	0.671309192201
MCT.f.0331	0.71568627451	0.657320872274	0.596875	0.4	0.298611111111	0.0	0.455696202532	0.561764705882	0.558659217877	0.581920903955	0.657534246575	0.68044077135
MCT.f.0334	0.707641196013	0.657232704403	0.564516129032	0.568047337278	0.553571428571	0.455696202532	0.0	0.229927007299	0.310231023102	0.429022082019	0.540540540541	0.627167630058
MCT.f.0335	0.725490196078	0.666666666667	0.593059936909	0.629943502825	0.612535612536	0.561764705882	0.229927007299	0.0	0.206293706294	0.374592833876	0.482866043614	0.616279069767
MCT.f.0336	0.712962962963	0.653846153846	0.608823529412	0.631016042781	0.603260869565	0.558659217877	0.310231023102	0.206293706294	0.0	0.258278145695	0.373417721519	0.537790697674
MCT.f.0337	0.76	0.699115044248	0.604863221884	0.605042016807	0.595505617978	0.581920903955	0.429022082019	0.374592833876	0.258278145695	0.0	0.22695035461	0.447619047619
MCT.f.0338	0.766561514196	0.703927492447	0.649546827795	0.642458100559	0.625352112676	0.657534246575	0.540540540541	0.482866043614	0.373417721519	0.22695035461	0.0	0.308510638298
MCT.f.0340	0.789808917197	0.759643916914	0.743515850144	0.709239130435	0.671309192201	0.68044077135	0.627167630058	0.616279069767	0.537790697674	0.447619047619	0.308510638298	0.0
