	MCT.f.0325	MCT.f.0326	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0325	0.0	5.25667078615	6.52918712493	7.88466474424	8.06350439762	8.49466834383	7.77397000704	8.73115013541	8.80525754238	9.43347626841	9.17538946475	9.28096127448
MCT.f.0326	5.25667078615	0.0	4.28712617122	7.24867724868	8.0804214861	8.2792115973	6.81874642987	7.15601315601	7.48916959163	8.01349659864	8.51840513983	9.36333113891
MCT.f.0327	6.52918712493	4.28712617122	0.0	6.74818808026	6.70974002949	7.07113235011	6.3462000096	7.52694203638	7.82011024101	8.12810062893	8.66635220126	9.36186346115
MCT.f.0329	7.88466474424	7.24867724868	6.74818808026	0.0	3.97791908059	5.60984034565	6.37966799952	6.70024310024	5.74482424163	7.3753015873	7.66878306878	8.07050691244
MCT.f.0330	8.06350439762	8.0804214861	6.70974002949	3.97791908059	0.0	3.89351629888	5.64816786343	7.64964964965	7.40226000096	8.03454599407	7.82704143312	7.8373077598
MCT.f.0331	8.49466834383	8.2792115973	7.07113235011	5.60984034565	3.89351629888	0.0	6.01549496094	7.41238181413	7.40968883652	8.03455895197	7.62402555394	7.02380616988
MCT.f.0334	7.77397000704	6.81874642987	6.3462000096	6.37966799952	5.64816786343	6.01549496094	0.0	5.21555142929	6.37192579723	7.6025394402	7.83997738196	7.96241176229
MCT.f.0335	8.73115013541	7.15601315601	7.52694203638	6.70024310024	7.64964964965	7.41238181413	5.21555142929	0.0	3.57623122608	5.90011811812	7.3	8.1216034583
MCT.f.0336	8.80525754238	7.48916959163	7.82011024101	5.74482424163	7.40226000096	7.40968883652	6.37192579723	3.57623122608	0.0	4.43212358393	6.12003852462	7.53803237434
MCT.f.0337	9.43347626841	8.01349659864	8.12810062893	7.3753015873	8.03454599407	8.03455895197	7.6025394402	5.90011811812	4.43212358393	0.0	3.25125925926	7.24233870968
MCT.f.0338	9.17538946475	8.51840513983	8.66635220126	7.66878306878	7.82704143312	7.62402555394	7.83997738196	7.3	6.12003852462	3.25125925926	0.0	6.05212066906
MCT.f.0340	9.28096127448	9.36333113891	9.36186346115	8.07050691244	7.8373077598	7.02380616988	7.96241176229	8.1216034583	7.53803237434	7.24233870968	6.05212066906	0.0
