	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0430	0.0	2.57904959905	3.87703520288	5.11627107753	5.4459331126	6.01330053458	6.07311558539	6.59050780103	6.72578237487	7.49239522924	7.76957812634	7.81913392926	7.50161535343
MCT.f.0431	2.57904959905	0.0	1.5638918385	2.61561395127	3.50385197439	4.37608777353	5.46421756104	6.30864597391	6.03498319862	6.43672424304	6.84583632545	7.00876505164	6.92300197424
MCT.f.0432	3.87703520288	1.5638918385	0.0	1.40240487165	2.86573992325	3.86603829229	5.29516970428	6.59791007337	6.24530354222	6.41412282956	6.7057610411	6.96960037457	6.79575886892
MCT.f.0433	5.11627107753	2.61561395127	1.40240487165	0.0	1.84582619085	2.99179412237	4.56978197165	5.6671935255	5.84185596425	6.07770584097	6.33563767969	6.67465828246	6.73961730159
MCT.f.0434	5.4459331126	3.50385197439	2.86573992325	1.84582619085	0.0	1.44457154478	3.15946565081	4.32957842635	5.00545553285	6.1704517194	6.74650443031	6.99764837724	7.08399529447
MCT.f.0435	6.01330053458	4.37608777353	3.86603829229	2.99179412237	1.44457154478	0.0	2.02267817274	3.24133620102	4.30761229314	5.74662904786	6.65844045117	7.08465901067	6.7823977842
MCT.f.0436	6.07311558539	5.46421756104	5.29516970428	4.56978197165	3.15946565081	2.02267817274	0.0	2.59765633011	4.60517242831	6.00938214244	6.9428321948	7.65486820987	7.00113531847
MCT.f.0437	6.59050780103	6.30864597391	6.59791007337	5.6671935255	4.32957842635	3.24133620102	2.59765633011	0.0	2.85535823029	4.31626363205	5.19807909034	5.85741485497	6.96206762791
MCT.f.0438	6.72578237487	6.03498319862	6.24530354222	5.84185596425	5.00545553285	4.30761229314	4.60517242831	2.85535823029	0.0	1.7528927971	2.64601183473	3.31309289889	4.65063874954
MCT.f.0439	7.49239522924	6.43672424304	6.41412282956	6.07770584097	6.1704517194	5.74662904786	6.00938214244	4.31626363205	1.7528927971	0.0	1.16941773989	2.1492314548	3.49389996039
MCT.f.0440	7.76957812634	6.84583632545	6.7057610411	6.33563767969	6.74650443031	6.65844045117	6.9428321948	5.19807909034	2.64601183473	1.16941773989	0.0	1.29109898664	2.95148700622
MCT.f.0441	7.81913392926	7.00876505164	6.96960037457	6.67465828246	6.99764837724	7.08465901067	7.65486820987	5.85741485497	3.31309289889	2.1492314548	1.29109898664	0.0	2.39459902103
MCT.f.0442	7.50161535343	6.92300197424	6.79575886892	6.73961730159	7.08399529447	6.7823977842	7.00113531847	6.96206762791	4.65063874954	3.49389996039	2.95148700622	2.39459902103	0.0
