	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0243	0.0	1.47526012239	3.36268878574	5.66690762968	6.78901694732	6.47531068748	6.95803644355	7.06361448999	6.97814489665
MCT.f.0244	1.47526012239	0.0	2.16572657657	4.75594186784	6.44584155819	6.30822911895	6.50097507076	6.58179990867	6.40793134512
MCT.f.0245	3.36268878574	2.16572657657	0.0	3.22209222547	5.1334428981	6.33957666482	6.19426625866	6.568362507	6.01585074866
MCT.f.0247	5.66690762968	4.75594186784	3.22209222547	0.0	3.41394059734	4.99009527161	6.33852749669	6.61471900424	6.04526285877
MCT.f.0249	6.78901694732	6.44584155819	5.1334428981	3.41394059734	0.0	3.04561931604	5.23058313991	7.35373090979	6.85895432031
MCT.f.0250	6.47531068748	6.30822911895	6.33957666482	4.99009527161	3.04561931604	0.0	3.28274493298	5.49038990508	6.76423549302
MCT.f.0252	6.95803644355	6.50097507076	6.19426625866	6.33852749669	5.23058313991	3.28274493298	0.0	2.52836442366	3.85988657845
MCT.f.0254	7.06361448999	6.58179990867	6.568362507	6.61471900424	7.35373090979	5.49038990508	2.52836442366	0.0	2.26458946435
MCT.f.0255	6.97814489665	6.40793134512	6.01585074866	6.04526285877	6.85895432031	6.76423549302	3.85988657845	2.26458946435	0.0
