	sample1	sample2	sample3	sample4	sample5	sample6	sample8	sample10	sample11	sample12	sample13
sample1	0.0	8.52335279399	8.2508797654	8.61400199435	9.2734006734	9.91773009599	10.1642191142	10.8684251845	10.3373889269	7.48636363636	10.7539978094
sample2	8.52335279399	0.0	8.72650105322	9.0646830921	8.97549439348	9.63234372329	10.6528816749	11.1081744862	10.9746706215	10.2120576671	10.3057367083
sample3	8.2508797654	8.72650105322	0.0	8.49350433102	8.90539039989	8.64796633941	8.70903517735	11.0399530696	10.3929177783	9.73856058552	9.69526988409
sample4	8.61400199435	9.0646830921	8.49350433102	0.0	8.03878935608	9.25768638272	8.93513336146	10.3785193535	9.88683317068	9.48435622878	9.71124865091
sample5	9.2734006734	8.97549439348	8.90539039989	8.03878935608	0.0	10.3734253508	9.31236467236	10.0098560737	10.3577053745	10.3586772487	9.36842481035
sample6	9.91773009599	9.63234372329	8.64796633941	9.25768638272	10.3734253508	0.0	11.1903487817	10.6763642605	8.79263375831	8.39368530021	10.2036768191
sample8	10.1642191142	10.6528816749	8.70903517735	8.93513336146	9.31236467236	11.1903487817	0.0	11.361418892	10.9729708888	10.0023809524	10.365832561
sample10	10.8684251845	11.1081744862	11.0399530696	10.3785193535	10.0098560737	10.6763642605	11.361418892	0.0	9.94097939148	10.4361460646	9.68172794806
sample11	10.3373889269	10.9746706215	10.3929177783	9.88683317068	10.3577053745	8.79263375831	10.9729708888	9.94097939148	0.0	9.51240601504	9.41922275568
sample12	7.48636363636	10.2120576671	9.73856058552	9.48435622878	10.3586772487	8.39368530021	10.0023809524	10.4361460646	9.51240601504	0.0	10.6273666093
sample13	10.7539978094	10.3057367083	9.69526988409	9.71124865091	9.36842481035	10.2036768191	10.365832561	9.68172794806	9.41922275568	10.6273666093	0.0
