	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0362	0.0	8.99764693351	7.54234439654	9.27920742513	8.21766871434	10.9201261983	12.7689086254	13.8652559853	13.0818683512	11.8008687475	9.64396823153
MCT.f.0363	8.99764693351	0.0	11.0213052596	12.3519930791	10.7140614147	11.8803434319	14.0301934497	14.9957341455	13.5066989268	12.4103927605	12.2184651981
MCT.f.0364	7.54234439654	11.0213052596	0.0	6.24132052181	6.64613906255	10.5367488018	12.0177701015	11.6800760159	11.7391020744	10.3349925634	9.79238680204
MCT.f.0365	9.27920742513	12.3519930791	6.24132052181	0.0	6.41469590316	11.5778137785	12.996743779	11.9342274605	11.5824221791	9.78405452984	10.2581308229
MCT.f.0366	8.21766871434	10.7140614147	6.64613906255	6.41469590316	0.0	10.2921175259	10.7958268546	11.418720936	11.7535282102	9.75981300455	8.97197450546
MCT.f.0368	10.9201261983	11.8803434319	10.5367488018	11.5778137785	10.2921175259	0.0	11.6576732822	13.801591098	13.021592327	13.3750981017	10.7529263798
MCT.f.0369	12.7689086254	14.0301934497	12.0177701015	12.996743779	10.7958268546	11.6576732822	0.0	9.6517141935	12.2674736794	12.3366769452	9.74163627203
MCT.f.0370	13.8652559853	14.9957341455	11.6800760159	11.9342274605	11.418720936	13.801591098	9.6517141935	0.0	8.85738850916	10.8150521873	10.2462340021
MCT.f.0371	13.0818683512	13.5066989268	11.7391020744	11.5824221791	11.7535282102	13.021592327	12.2674736794	8.85738850916	0.0	10.350403219	10.1991144864
MCT.f.0372	11.8008687475	12.4103927605	10.3349925634	9.78405452984	9.75981300455	13.3750981017	12.3366769452	10.8150521873	10.350403219	0.0	11.0962063785
MCT.f.0374	9.64396823153	12.2184651981	9.79238680204	10.2581308229	8.97197450546	10.7529263798	9.74163627203	10.2462340021	10.1991144864	11.0962063785	0.0
