	sample1	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15
sample1	0.0	8.01054459165	8.3212740756	7.2082821461	9.4060665362	8.35673114968	6.7411112299	8.53130233952	8.42064192749	9.83380268245	8.59099804305	8.03269850043	10.4999749109	8.81288092178
sample3	8.01054459165	0.0	5.36612341592	7.93868766979	8.9705847298	8.6312957102	7.70726655366	8.33063649333	7.84536914689	8.72085377191	7.82909507156	9.52080116524	10.173027262	6.46493296336
sample4	8.3212740756	5.36612341592	0.0	8.29252448946	8.58104395604	6.90753523152	7.88068821103	9.06893077288	8.90790841449	8.19592426187	6.88330520178	8.79493402093	9.92266724504	8.17562929062
sample5	7.2082821461	7.93868766979	8.29252448946	0.0	9.48706971262	9.55670476289	5.96042170887	9.19674879927	9.57779861881	8.8203871223	8.72139500235	8.24754770498	10.5496123225	7.56752737694
sample6	9.4060665362	8.9705847298	8.58104395604	9.48706971262	0.0	7.43145379211	9.31728485291	8.6085041085	9.61583011583	8.10935406057	9.08208118412	9.28473255851	8.50732600733	8.893995021
sample7	8.35673114968	8.6312957102	6.90753523152	9.55670476289	7.43145379211	0.0	9.36248588451	7.83074878157	8.10270043057	8.3912530226	7.09412289506	8.7725705107	9.99237374647	9.52147653524
sample8	6.7411112299	7.70726655366	7.88068821103	5.96042170887	9.31728485291	9.36248588451	0.0	7.92775673536	8.20071011995	9.65021063173	7.83413086986	8.08972735425	10.1378542281	8.33483533268
sample9	8.53130233952	8.33063649333	9.06893077288	9.19674879927	8.6085041085	7.83074878157	7.92775673536	0.0	7.02286902287	7.64554101139	8.96041814409	10.2026637589	9.38550638551	8.72523553302
sample10	8.42064192749	7.84536914689	8.90790841449	9.57779861881	9.61583011583	8.10270043057	8.20071011995	7.02286902287	0.0	8.29369707418	6.00320032973	7.64020682176	7.77170577171	7.40387350914
sample11	9.83380268245	8.72085377191	8.19592426187	8.8203871223	8.10935406057	8.3912530226	9.65021063173	7.64554101139	8.29369707418	0.0	9.29417620707	10.1389310064	8.15706244975	7.71549765187
sample12	8.59099804305	7.82909507156	6.88330520178	8.72139500235	9.08208118412	7.09412289506	7.83413086986	8.96041814409	6.00320032973	9.29417620707	0.0	4.88762487292	8.07326007326	7.64220667018
sample13	8.03269850043	9.52080116524	8.79493402093	8.24754770498	9.28473255851	8.7725705107	8.08972735425	10.2026637589	7.64020682176	10.1389310064	4.88762487292	0.0	7.67450992811	9.18228160302
sample14	10.4999749109	10.173027262	9.92266724504	10.5496123225	8.50732600733	9.99237374647	10.1378542281	9.38550638551	7.77170577171	8.15706244975	8.07326007326	7.67450992811	0.0	9.14176746213
sample15	8.81288092178	6.46493296336	8.17562929062	7.56752737694	8.893995021	9.52147653524	8.33483533268	8.72523553302	7.40387350914	7.71549765187	7.64220667018	9.18228160302	9.14176746213	0.0
