	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
MCT.f.0226	0.0	0.20703125	0.405109489051	0.518900343643	0.581469648562	0.685294117647	0.685552407932	0.666666666667	0.673024523161	0.657534246575	0.622857142857	0.655786350148
MCT.f.0227	0.20703125	0.0	0.232931726908	0.368421052632	0.474402730375	0.606811145511	0.658045977011	0.66935483871	0.66847826087	0.634349030471	0.618233618234	0.646884272997
MCT.f.0228	0.405109489051	0.232931726908	0.0	0.185022026432	0.346303501946	0.508710801394	0.591772151899	0.678770949721	0.692737430168	0.665722379603	0.657971014493	0.684848484848
MCT.f.0229	0.518900343643	0.368421052632	0.185022026432	0.0	0.217021276596	0.431226765799	0.531772575251	0.646376811594	0.723756906077	0.69014084507	0.675362318841	0.699088145897
MCT.f.0230	0.581469648562	0.474402730375	0.346303501946	0.217021276596	0.0	0.280632411067	0.402826855124	0.54103343465	0.627167630058	0.649717514124	0.63768115942	0.6875
MCT.f.0231	0.685294117647	0.606811145511	0.508710801394	0.431226765799	0.280632411067	0.0	0.18	0.400662251656	0.50625	0.542424242424	0.625	0.674626865672
MCT.f.0232	0.685552407932	0.658045977011	0.591772151899	0.531772575251	0.402826855124	0.18	0.0	0.293515358362	0.428571428571	0.472392638037	0.558823529412	0.682857142857
MCT.f.0233	0.666666666667	0.66935483871	0.678770949721	0.646376811594	0.54103343465	0.400662251656	0.293515358362	0.0	0.171328671329	0.258278145695	0.360759493671	0.681940700809
MCT.f.0234	0.673024523161	0.66847826087	0.692737430168	0.723756906077	0.627167630058	0.50625	0.428571428571	0.171328671329	0.0	0.125899280576	0.272727272727	0.625
MCT.f.0235	0.657534246575	0.634349030471	0.665722379603	0.69014084507	0.649717514124	0.542424242424	0.472392638037	0.258278145695	0.125899280576	0.0	0.195804195804	0.571847507331
MCT.f.0236	0.622857142857	0.618233618234	0.657971014493	0.675362318841	0.63768115942	0.625	0.558823529412	0.360759493671	0.272727272727	0.195804195804	0.0	0.474522292994
MCT.f.0238	0.655786350148	0.646884272997	0.684848484848	0.699088145897	0.6875	0.674626865672	0.682857142857	0.681940700809	0.625	0.571847507331	0.474522292994	0.0
