	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
MCT.f.0226	0.0	2.21979512872	3.62969860427	4.27244035519	4.81503492876	6.24999707811	6.32410334218	6.02426083723	6.32660673506	6.81872559991	6.19641290691	6.05091543387
MCT.f.0227	2.21979512872	0.0	1.83966704411	2.512289527	3.23981761208	5.00220538524	6.25716807035	6.27891423034	6.12745254282	5.89113965505	5.85168554119	5.99985745229
MCT.f.0228	3.62969860427	1.83966704411	0.0	1.1062188485	1.88116416018	3.62164725748	5.22654971128	6.38267356522	6.32851006027	5.93116152531	5.9508875668	6.08244525191
MCT.f.0229	4.27244035519	2.512289527	1.1062188485	0.0	0.980148465104	2.82860734037	4.56675893551	5.85056006795	6.54931172806	6.11817643576	6.1998488234	6.36231891855
MCT.f.0230	4.81503492876	3.23981761208	1.88116416018	0.980148465104	0.0	2.02062939754	3.81890491514	5.08138802329	5.73928161142	6.00615569323	6.07369504568	6.39749143171
MCT.f.0231	6.24999707811	5.00220538524	3.62164725748	2.82860734037	2.02062939754	0.0	2.18642989492	3.55330979426	4.31117106352	4.90634576725	5.97682006366	6.5100127822
MCT.f.0232	6.32410334218	6.25716807035	5.22654971128	4.56675893551	3.81890491514	2.18642989492	0.0	1.97644022644	3.32996422859	4.67380678454	5.67656286768	6.78308552372
MCT.f.0233	6.02426083723	6.27891423034	6.38267356522	5.85056006795	5.08138802329	3.55330979426	1.97644022644	0.0	1.73936625924	3.7714342573	4.73441237833	6.91571629669
MCT.f.0234	6.32660673506	6.12745254282	6.32851006027	6.54931172806	5.73928161142	4.31117106352	3.32996422859	1.73936625924	0.0	2.33135949743	3.80178281817	5.91454846692
MCT.f.0235	6.81872559991	5.89113965505	5.93116152531	6.11817643576	6.00615569323	4.90634576725	4.67380678454	3.7714342573	2.33135949743	0.0	2.08607745086	4.63348399595
MCT.f.0236	6.19641290691	5.85168554119	5.9508875668	6.1998488234	6.07369504568	5.97682006366	5.67656286768	4.73441237833	3.80178281817	2.08607745086	0.0	3.14791427776
MCT.f.0238	6.05091543387	5.99985745229	6.08244525191	6.36231891855	6.39749143171	6.5100127822	6.78308552372	6.91571629669	5.91454846692	4.63348399595	3.14791427776	0.0
