	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0327	0.0	4.69087204341	6.36931461866	6.92458530351	6.49528519487	6.83040654827	7.17121884505	7.63693505261	8.05745547068	8.7991662718
MCT.f.0329	4.69087204341	0.0	2.8375087328	3.55319401818	6.32132385311	6.4205332305	5.45948739544	6.15600900332	6.83315299796	7.9407477691
MCT.f.0330	6.36931461866	2.8375087328	0.0	1.78984521796	6.85710171374	7.4527010905	6.6847983198	6.87516335374	7.38878604353	7.67597415774
MCT.f.0331	6.92458530351	3.55319401818	1.78984521796	0.0	5.37029914614	6.79874703452	6.56345292566	6.63902112496	6.99134524516	7.15999353251
MCT.f.0334	6.49528519487	6.32132385311	6.85710171374	5.37029914614	0.0	2.86210970601	5.00564014457	6.46505185639	7.48493648725	7.12235861201
MCT.f.0335	6.83040654827	6.4205332305	7.4527010905	6.79874703452	2.86210970601	0.0	2.84618385716	4.51637937429	5.80903133186	7.18733597475
MCT.f.0336	7.17121884505	5.45948739544	6.6847983198	6.56345292566	5.00564014457	2.84618385716	0.0	2.52528035952	4.23813864609	7.66453175243
MCT.f.0337	7.63693505261	6.15600900332	6.87516335374	6.63902112496	6.46505185639	4.51637937429	2.52528035952	0.0	2.11313276268	5.87810359103
MCT.f.0338	8.05745547068	6.83315299796	7.38878604353	6.99134524516	7.48493648725	5.80903133186	4.23813864609	2.11313276268	0.0	4.26867375975
MCT.f.0340	8.7991662718	7.9407477691	7.67597415774	7.15999353251	7.12235861201	7.18733597475	7.66453175243	5.87810359103	4.26867375975	0.0
