	MCT.f.0241	MCT.f.0242	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0241	0.0	7.02106232268	7.77303541074	7.01816313951	8.332239944	8.63307640834	8.24116056505	7.67437702537	7.39477542785	7.59456708257	8.81468001213
MCT.f.0242	7.02106232268	0.0	9.24675373948	8.75502902274	8.06272656394	9.61443017343	9.76820794219	9.83872069554	9.17032546163	9.33436780216	9.01695801909
MCT.f.0243	7.77303541074	9.24675373948	0.0	8.37031428275	9.714273198	8.50908954421	8.70114055063	8.28000225644	8.52245178329	8.83773950579	7.46801197472
MCT.f.0244	7.01816313951	8.75502902274	8.37031428275	0.0	7.69737189066	8.52313292331	9.58964604373	8.38256932654	7.57205489218	9.0068935042	9.25660257429
MCT.f.0245	8.332239944	8.06272656394	9.714273198	7.69737189066	0.0	9.41144414169	9.35118391956	10.5297002725	7.9993576909	9.24832966295	8.51349646313
MCT.f.0247	8.63307640834	9.61443017343	8.50908954421	8.52313292331	9.41144414169	0.0	8.73350442917	9.7254556625	8.04372594965	9.57096103619	9.59931762857
MCT.f.0249	8.24116056505	9.76820794219	8.70114055063	9.58964604373	9.35118391956	8.73350442917	0.0	10.0833679945	9.65626067048	9.8658117167	8.79802955665
MCT.f.0250	7.67437702537	9.83872069554	8.28000225644	8.38256932654	10.5297002725	9.7254556625	10.0833679945	0.0	8.60098865949	7.93914924297	9.6733558033
MCT.f.0252	7.39477542785	9.17032546163	8.52245178329	7.57205489218	7.9993576909	8.04372594965	9.65626067048	8.60098865949	0.0	7.4760715457	8.88337914705
MCT.f.0254	7.59456708257	9.33436780216	8.83773950579	9.0068935042	9.24832966295	9.57096103619	9.8658117167	7.93914924297	7.4760715457	0.0	10.1970173426
MCT.f.0255	8.81468001213	9.01695801909	7.46801197472	9.25660257429	8.51349646313	9.59931762857	8.79802955665	9.6733558033	8.88337914705	10.1970173426	0.0
