	sample1	sample2	sample3	sample4	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	7.15642135642	10.4025974026	9.71868289191	9.37699443414	6.13173386977	9.13692181744	9.0979779714	8.92019543974	9.25895132904	6.657135682	8.42399533495
sample2	7.15642135642	0.0	10.2124819625	10.2521872266	8.55975056689	7.4386864085	8.67747532633	9.4678119349	10.1497647485	8.99215991693	8.57381829343	7.59756468798
sample3	10.4025974026	10.2124819625	0.0	5.49633568531	8.90612244898	10.5801999823	11.1072265843	7.02268617458	8.00008460595	10.9499332443	10.9715146732	8.79232639507
sample4	9.71868289191	10.2521872266	5.49633568531	0.0	8.24277679576	9.7592237189	9.57427671111	5.85500230193	7.17841784435	8.51477911056	8.87259465495	8.58965232086
sample5	9.37699443414	8.55975056689	8.90612244898	8.24277679576	0.0	8.03811073404	9.10828606514	7.78801343322	8.94845443063	8.84278085066	9.77629947006	6.89861149939
sample6	6.13173386977	7.4386864085	10.5801999823	9.7592237189	8.03811073404	0.0	6.21763450405	8.88737760898	10.2902658544	8.85153173099	6.88636907084	6.67380201995
sample8	9.13692181744	8.67747532633	11.1072265843	9.57427671111	9.10828606514	6.21763450405	0.0	9.50332906729	9.8284722287	7.0689151916	8.69712992132	9.53561600223
sample9	9.0979779714	9.4678119349	7.02268617458	5.85500230193	7.78801343322	8.88737760898	9.50332906729	0.0	7.17596055863	9.1394855588	8.56136792783	8.13568166993
sample10	8.92019543974	10.1497647485	8.00008460595	7.17841784435	8.94845443063	10.2902658544	9.8284722287	7.17596055863	0.0	9.59995738074	7.23218816924	9.5336813767
sample11	9.25895132904	8.99215991693	10.9499332443	8.51477911056	8.84278085066	8.85153173099	7.0689151916	9.1394855588	9.59995738074	0.0	8.91493261734	9.64517987454
sample12	6.657135682	8.57381829343	10.9715146732	8.87259465495	9.77629947006	6.88636907084	8.69712992132	8.56136792783	7.23218816924	8.91493261734	0.0	8.03884221768
sample13	8.42399533495	7.59756468798	8.79232639507	8.58965232086	6.89861149939	6.67380201995	9.53561600223	8.13568166993	9.5336813767	9.64517987454	8.03884221768	0.0
