	sample1	sample2	sample3	sample4	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	0.72	0.847826086957	0.79	0.798561151079	0.71	0.73275862069	0.767441860465	0.734042553191	0.806451612903	0.765957446809	0.819047619048
sample2	0.72	0.0	0.760869565217	0.805555555556	0.731884057971	0.731481481481	0.708333333333	0.744360902256	0.845454545455	0.752	0.862385321101	0.730769230769
sample3	0.847826086957	0.760869565217	0.0	0.513888888889	0.8046875	0.802083333333	0.801801801802	0.791666666667	0.793103448276	0.864406779661	0.85393258427	0.674698795181
sample4	0.79	0.805555555556	0.513888888889	0.0	0.755555555556	0.818181818182	0.766666666667	0.75	0.709677419355	0.84496124031	0.78125	0.737373737374
sample5	0.798561151079	0.731884057971	0.8046875	0.755555555556	0.0	0.73381294964	0.689189189189	0.670967741935	0.788321167883	0.636363636364	0.868055555556	0.787234042553
sample6	0.71	0.731481481481	0.802083333333	0.818181818182	0.73381294964	0.0	0.64347826087	0.6875	0.825688073394	0.744	0.75	0.67
sample8	0.73275862069	0.708333333333	0.801801801802	0.766666666667	0.689189189189	0.64347826087	0.0	0.71724137931	0.752136752137	0.611111111111	0.75652173913	0.801587301587
sample9	0.767441860465	0.744360902256	0.791666666667	0.75	0.670967741935	0.6875	0.71724137931	0.0	0.694214876033	0.753333333333	0.7890625	0.736434108527
sample10	0.734042553191	0.845454545455	0.793103448276	0.709677419355	0.788321167883	0.825688073394	0.752136752137	0.694214876033	0.0	0.775	0.59756097561	0.828571428571
sample11	0.806451612903	0.752	0.864406779661	0.84496124031	0.636363636364	0.744	0.611111111111	0.753333333333	0.775	0.0	0.838709677419	0.803149606299
sample12	0.765957446809	0.862385321101	0.85393258427	0.78125	0.868055555556	0.75	0.75652173913	0.7890625	0.59756097561	0.838709677419	0.0	0.762886597938
sample13	0.819047619048	0.730769230769	0.674698795181	0.737373737374	0.787234042553	0.67	0.801587301587	0.736434108527	0.828571428571	0.803149606299	0.762886597938	0.0
