	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.761513157895	0.703259005146	0.808791208791	0.740442655936	0.771428571429	0.73116089613	0.747514910537	0.710261569416	0.739043824701	0.734579439252	0.8	0.775109170306	0.710261569416	0.775700934579	0.729390681004	0.753846153846	0.720081135903	0.704453441296	0.770916334661	0.75051975052	0.731075697211	0.743682310469	0.819444444444	0.791907514451	0.771760154739	0.725571725572	0.769516728625	0.789473684211	0.845824411135	0.776923076923	0.766283524904
MCTs03	0.761513157895	0.0	0.734472049689	0.828460038986	0.789752650177	0.736040609137	0.771171171171	0.799651567944	0.784722222222	0.768683274021	0.748299319728	0.818339100346	0.821292775665	0.761061946903	0.785714285714	0.749185667752	0.818867924528	0.754512635379	0.758436944938	0.82842287695	0.75	0.757142857143	0.782258064516	0.879921259843	0.777183600713	0.799307958478	0.810619469027	0.737302977233	0.78013029316	0.863117870722	0.789198606272	0.762323943662
MCTs04	0.703259005146	0.734472049689	0.0	0.8203125	0.753623188406	0.758278145695	0.778966131907	0.750902527076	0.740143369176	0.75	0.747457627119	0.82332761578	0.804222648752	0.721818181818	0.772260273973	0.725619834711	0.769080234834	0.726102941176	0.730560578662	0.772151898734	0.787934186472	0.760638297872	0.734557595993	0.846774193548	0.793345008757	0.759786476868	0.752310536044	0.743055555556	0.769230769231	0.848659003831	0.78184991274	0.780656303972
MCTs05	0.808791208791	0.828460038986	0.8203125	0.0	0.768831168831	0.811529933481	0.81954887218	0.789873417722	0.723237597911	0.782278481013	0.817567567568	0.805063291139	0.841359773371	0.768261964736	0.799522673031	0.767699115044	0.804034582133	0.762273901809	0.755102040816	0.81679389313	0.769863013699	0.769035532995	0.763636363636	0.837662337662	0.832923832924	0.833333333333	0.790026246719	0.76213592233	0.809734513274	0.775316455696	0.799007444169	0.791154791155
MCTs06	0.740442655936	0.789752650177	0.753623188406	0.768831168831	0.0	0.781925343811	0.758389261745	0.759381898455	0.765086206897	0.741648106904	0.789264413519	0.799136069114	0.782716049383	0.737885462555	0.777083333333	0.76493256262	0.791767554479	0.720454545455	0.742857142857	0.829424307036	0.696821515892	0.763043478261	0.763779527559	0.860824742268	0.743820224719	0.759299781182	0.786191536748	0.775257731959	0.773175542406	0.807594936709	0.786324786325	0.761290322581
MCTs07	0.771428571429	0.736040609137	0.758278145695	0.811529933481	0.781925343811	0.0	0.72520661157	0.778864970646	0.717171717172	0.777777777778	0.799642218247	0.804642166344	0.811563169165	0.742574257426	0.737354085603	0.787931034483	0.758849557522	0.793436293436	0.759295499022	0.804305283757	0.802816901408	0.777131782946	0.758992805755	0.869955156951	0.841417910448	0.73185483871	0.832692307692	0.716242661448	0.747252747253	0.841304347826	0.804554079696	0.784761904762
MCTs08	0.73116089613	0.771171171171	0.778966131907	0.81954887218	0.758389261745	0.72520661157	0.0	0.797849462366	0.774193548387	0.770240700219	0.780684104628	0.828389830508	0.74358974359	0.747252747253	0.744086021505	0.75390625	0.741116751269	0.755555555556	0.749450549451	0.825806451613	0.800904977376	0.805907172996	0.754980079681	0.832446808511	0.811965811966	0.752212389381	0.80353200883	0.818	0.774257425743	0.852941176471	0.777056277056	0.75704989154
MCTs09	0.747514910537	0.799651567944	0.750902527076	0.789873417722	0.759381898455	0.778864970646	0.797849462366	0.0	0.720620842572	0.773706896552	0.764112903226	0.823529411765	0.811004784689	0.720620842572	0.79633401222	0.759615384615	0.7425	0.73719376392	0.702702702703	0.765625	0.801339285714	0.78085106383	0.728370221328	0.85641025641	0.765350877193	0.782515991471	0.749430523918	0.761904761905	0.74297188755	0.847087378641	0.813278008299	0.832997987928
MCTs10	0.710261569416	0.784722222222	0.740143369176	0.723237597911	0.765086206897	0.717171717172	0.774193548387	0.720620842572	0.0	0.747300215983	0.72131147541	0.774678111588	0.76399026764	0.738197424893	0.771428571429	0.743295019157	0.761445783133	0.795833333333	0.721132897603	0.8	0.760180995475	0.762711864407	0.761078998073	0.800524934383	0.83569979716	0.742980561555	0.758314855876	0.701492537313	0.723446893788	0.840095465394	0.787941787942	0.776397515528
MCTs13	0.739043824701	0.768683274021	0.75	0.782278481013	0.741648106904	0.777777777778	0.770240700219	0.773706896552	0.747300215983	0.0	0.719334719335	0.768052516411	0.812351543943	0.728070175439	0.765072765073	0.749034749035	0.777777777778	0.738938053097	0.76017130621	0.772626931567	0.729411764706	0.73127753304	0.72745490982	0.80585106383	0.772234273319	0.773504273504	0.773333333333	0.760824742268	0.756916996047	0.798994974874	0.722222222222	0.764830508475
MCTs14	0.734579439252	0.748299319728	0.747457627119	0.817567567568	0.789264413519	0.799642218247	0.780684104628	0.764112903226	0.72131147541	0.719334719335	0.0	0.832692307692	0.772009029345	0.702702702703	0.805243445693	0.777385159011	0.758465011287	0.793713163065	0.754	0.8	0.749464668094	0.7624750499	0.754128440367	0.828978622328	0.84030418251	0.79766536965	0.79595959596	0.787593984962	0.817223198594	0.865217391304	0.791015625	0.738430583501
