	sample1	sample2	sample3	sample5	sample6	sample7	sample10	sample12	sample13	sample15
sample1	0.0	0.657142857143	0.605633802817	0.620689655172	0.702702702703	0.633333333333	0.772151898734	0.666666666667	0.688524590164	0.747126436782
sample2	0.657142857143	0.0	0.634408602151	0.597402597403	0.506024096386	0.791208791209	0.529411764706	0.684931506849	0.758620689655	0.616161616162
sample3	0.605633802817	0.634408602151	0.0	0.715909090909	0.722772277228	0.789473684211	0.785046728972	0.78313253012	0.744444444444	0.732142857143
sample5	0.620689655172	0.597402597403	0.715909090909	0.0	0.658536585366	0.702702702703	0.62962962963	0.677419354839	0.763157894737	0.71875
sample6	0.702702702703	0.506024096386	0.722772277228	0.658536585366	0.0	0.833333333333	0.540229885057	0.675675675676	0.705882352941	0.67619047619
sample7	0.633333333333	0.791208791209	0.789473684211	0.702702702703	0.833333333333	0.0	0.784946236559	0.764705882353	0.883720930233	0.75
sample10	0.772151898734	0.529411764706	0.785046728972	0.62962962963	0.540229885057	0.784946236559	0.0	0.605633802817	0.806451612903	0.571428571429
sample12	0.666666666667	0.684931506849	0.78313253012	0.677419354839	0.675675675676	0.764705882353	0.605633802817	0.0	0.776119402985	0.694117647059
sample13	0.688524590164	0.758620689655	0.744444444444	0.763157894737	0.705882352941	0.883720930233	0.806451612903	0.776119402985	0.0	0.744897959184
sample15	0.747126436782	0.616161616162	0.732142857143	0.71875	0.67619047619	0.75	0.571428571429	0.694117647059	0.744897959184	0.0
