	sample1	sample4	sample5	sample7	sample9	sample10	sample12	sample13
sample1	0.0	0.645454545455	0.635514018692	0.892857142857	0.723214285714	0.633027522936	0.7109375	0.715447154472
sample4	0.645454545455	0.0	0.577464788732	0.784615384615	0.393442622951	0.4	0.518518518519	0.686046511628
sample5	0.635514018692	0.577464788732	0.0	0.8125	0.623188405797	0.577464788732	0.728260869565	0.705882352941
sample7	0.892857142857	0.784615384615	0.8125	0.0	0.803278688525	0.784615384615	0.895348837209	0.871794871795
sample9	0.723214285714	0.393442622951	0.623188405797	0.803278688525	0.0	0.366666666667	0.609756097561	0.710843373494
sample10	0.633027522936	0.4	0.577464788732	0.784615384615	0.366666666667	0.0	0.481012658228	0.638554216867
sample12	0.7109375	0.518518518519	0.728260869565	0.895348837209	0.609756097561	0.481012658228	0.0	0.627659574468
sample13	0.715447154472	0.686046511628	0.705882352941	0.871794871795	0.710843373494	0.638554216867	0.627659574468	0.0
