	MCT.f.0003	MCT.f.0004	MCT.f.0005	MCT.f.0006	MCT.f.0007	MCT.f.0008	MCT.f.0009	MCT.f.0010	MCT.f.0011	MCT.f.0012	MCT.f.0013	MCT.f.0014	MCT.f.0016	MCT.f.0017
MCT.f.0003	0.0	23.2787207865	24.7969770519	24.185354812	23.8050750229	23.7729570977	23.9648034088	27.7286522168	27.5891004855	27.1061350699	25.6776581945	24.381722266	20.3699563066	24.7243213754
MCT.f.0004	23.2787207865	0.0	9.13365280915	8.7468892195	8.15117920855	7.70224674947	7.62614338751	14.2568688546	10.6429986596	10.2734960238	8.46130682629	10.8106130563	10.9047086433	14.3818505584
MCT.f.0005	24.7969770519	9.13365280915	0.0	9.56209478988	9.70460763858	9.60857199593	9.96737990329	13.3131106481	10.9863863711	11.1747908803	10.8085020897	12.9461288598	13.6581468565	13.5737924186
MCT.f.0006	24.185354812	8.7468892195	9.56209478988	0.0	7.19511278196	7.06006911061	8.55837961043	13.8007230766	11.2498237962	10.3364992153	8.80604506915	9.91923282457	10.9095949284	13.5220846868
MCT.f.0007	23.8050750229	8.15117920855	9.70460763858	7.19511278196	0.0	8.49275024967	7.89844489957	13.8438848481	12.2452498349	11.6049628637	8.67356755718	8.08781254135	10.7253319153	14.3204278718
MCT.f.0008	23.7729570977	7.70224674947	9.60857199593	7.06006911061	8.49275024967	0.0	6.17549515123	13.2279755364	10.0768616266	9.04517518628	8.21123204599	11.0492769142	9.77029867514	12.7401545682
MCT.f.0009	23.9648034088	7.62614338751	9.96737990329	8.55837961043	7.89844489957	6.17549515123	0.0	12.681358676	10.4269079417	10.1966484344	7.41958238325	9.89447098976	9.18330580054	13.3475262965
MCT.f.0010	27.7286522168	14.2568688546	13.3131106481	13.8007230766	13.8438848481	13.2279755364	12.681358676	0.0	9.6327758125	11.0289403766	11.6609238777	12.8301723636	14.0815313809	13.3799789808
MCT.f.0011	27.5891004855	10.6429986596	10.9863863711	11.2498237962	12.2452498349	10.0768616266	10.4269079417	9.6327758125	0.0	8.23591777153	7.56899834547	12.2713838524	13.0630807769	13.3073727628
MCT.f.0012	27.1061350699	10.2734960238	11.1747908803	10.3364992153	11.6049628637	9.04517518628	10.1966484344	11.0289403766	8.23591777153	0.0	8.44741299577	11.3544711219	12.3089226162	11.0201587958
MCT.f.0013	25.6776581945	8.46130682629	10.8085020897	8.80604506915	8.67356755718	8.21123204599	7.41958238325	11.6609238777	7.56899834547	8.44741299577	0.0	8.06155811159	10.4952394824	13.5556085418
MCT.f.0014	24.381722266	10.8106130563	12.9461288598	9.91923282457	8.08781254135	11.0492769142	9.89447098976	12.8301723636	12.2713838524	11.3544711219	8.06155811159	0.0	10.4200557633	13.5113782104
MCT.f.0016	20.3699563066	10.9047086433	13.6581468565	10.9095949284	10.7253319153	9.77029867514	9.18330580054	14.0815313809	13.0630807769	12.3089226162	10.4952394824	10.4200557633	0.0	13.2818100678
MCT.f.0017	24.7243213754	14.3818505584	13.5737924186	13.5220846868	14.3204278718	12.7401545682	13.3475262965	13.3799789808	13.3073727628	11.0201587958	13.5556085418	13.5113782104	13.2818100678	0.0
