	sample1	sample2	sample3	sample4	sample6	sample9	sample10	sample11	sample13	sample14
sample1	0.0	0.812949640288	0.697986577181	0.880952380952	0.809523809524	0.696428571429	0.711111111111	0.840909090909	0.827814569536	0.818791946309
sample2	0.812949640288	0.0	0.72027972028	0.555555555556	0.708661417323	0.738317757009	0.696	0.672897196262	0.788321167883	0.777777777778
sample3	0.697986577181	0.72027972028	0.0	0.776923076923	0.808641975309	0.748091603053	0.618705035971	0.742647058824	0.803680981595	0.802469135802
sample4	0.880952380952	0.555555555556	0.776923076923	0.0	0.703703703704	0.738636363636	0.769911504425	0.595238095238	0.796610169492	0.794871794872
sample6	0.809523809524	0.708661417323	0.808641975309	0.703703703704	0.0	0.781512605042	0.727941176471	0.743801652893	0.724637681159	0.767605633803
sample9	0.696428571429	0.738317757009	0.748091603053	0.738636363636	0.781512605042	0.0	0.628571428571	0.705263157895	0.8515625	0.762711864407
sample10	0.711111111111	0.696	0.618705035971	0.769911504425	0.727941176471	0.628571428571	0.0	0.709401709402	0.784722222222	0.729927007299
sample11	0.840909090909	0.672897196262	0.742647058824	0.595238095238	0.743801652893	0.705263157895	0.709401709402	0.0	0.694915254237	0.681034482759
sample13	0.827814569536	0.788321167883	0.803680981595	0.796610169492	0.724637681159	0.8515625	0.784722222222	0.694915254237	0.0	0.795918367347
sample14	0.818791946309	0.777777777778	0.802469135802	0.794871794872	0.767605633803	0.762711864407	0.729927007299	0.681034482759	0.795918367347	0.0
