	sample1	sample2	sample3	sample4	sample6	sample9	sample10	sample11	sample13	sample14
sample1	0.0	9.85260681223	8.62295655215	10.4625598107	9.56350319464	9.17508154432	9.03405017921	9.99015267081	9.97992831541	9.51265111476
sample2	9.85260681223	0.0	7.4946048847	5.27664782858	8.78506861089	8.42806801537	8.2990797546	7.86747192562	8.88039082027	9.39398980971
sample3	8.62295655215	7.4946048847	0.0	9.10889502984	9.91952397785	9.2975497229	8.04073782673	8.99877157941	9.86124661247	10.2539157595
sample4	10.4625598107	5.27664782858	9.10889502984	0.0	8.36200947145	9.20026590758	8.99296837756	6.69841648627	8.52063492063	8.93416548384
sample6	9.56350319464	8.78506861089	9.91952397785	8.36200947145	0.0	10.7336308778	9.74127318061	9.03622352607	8.1961352657	8.76498403341
sample9	9.17508154432	8.42806801537	9.2975497229	9.20026590758	10.7336308778	0.0	8.97374148901	9.25951557093	10.851723696	9.49532285496
sample10	9.03405017921	8.2990797546	8.04073782673	8.99296837756	9.74127318061	8.97374148901	0.0	9.15783011497	9.83936678614	10.0395024604
sample11	9.99015267081	7.86747192562	8.99877157941	6.69841648627	9.03622352607	9.25951557093	9.15783011497	0.0	8.2268102012	8.4503694798
sample13	9.97992831541	8.88039082027	9.86124661247	8.52063492063	8.1961352657	10.851723696	9.83936678614	8.2268102012	0.0	8.96629001883
sample14	9.51265111476	9.39398980971	10.2539157595	8.93416548384	8.76498403341	9.49532285496	10.0395024604	8.4503694798	8.96629001883	0.0
