#FoodID	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37	taxonomy
Beef shortribs barbecued with sauce lean and fat eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01007058823529	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_oxtails_neckbones_short_ribs_head;L4_;L5_;Beef_shortribs_barbecued_with_sauce_lean_and_fat_eaten
Beef brisket cooked lean and fat eaten	1.92684117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3062529411765	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_brisket_cooked_lean_and_fat_eaten
Beef pot roast braised or boiled lean and fat eaten	0	0	0	0	0	0	0	0	0	2.07148235294118	0	0	0	0	0	0	0	0	0	0	0	2.76197647058824	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_pot_roast_braised_or_boiled_lean_and_fat_eaten
Beef pot roast braised or boiled lean only eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04579058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_pot_roast_braised_or_boiled_lean_only_eaten
Beef pot roast braised or boiled NS as to fat eaten	0	0	0	0	0	0	0	0	0	2.69931176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_pot_roast_braised_or_boiled_NS_as_to_fat_eaten
Beef roast roasted lean and fat eaten	4.80015529411765	0	0	0	0	0	0	0	0	0	2.40007764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_roast_roasted_lean_and_fat_eaten
Beef stew meat cooked NS as to fat eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59908235294118	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_stew_meat_cooked_NS_as_to_fat_eaten
Corned beef cooked NS as to fat eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37712058823529	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Corned_beef_cooked_NS_as_to_fat_eaten
Beef steak battered fried NS as to fat eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7653470588235	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_battered_fried_NS_as_to_fat_eaten
Beef steak broiled or baked lean only eaten	0	0	0	0	0	0	0	0	0	1.19803764705882	3.59411294117647	4.79215058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95484705882353	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_broiled_or_baked_lean_only_eaten
Beef steak fried lean only eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80848235294118	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_fried_lean_only_eaten
Beef steak NS as to cooking method lean and fat eaten	0	0	0	0	0	0	0	0	0	2.36672470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_NS_as_to_cooking_method_lean_and_fat_eaten
Beef steak NS as to cooking method lean only eaten	0	0	0	0	0	0	0	0	0	2.34738	0	0	0	0	0	0	0	0	0	0	0	0	4.85415	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_NS_as_to_cooking_method_lean_only_eaten
Ground beef 80 84 lean cooked formerly lean 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26171764705882	0	0	0.748491176470588	0	0	0	1.49698235294118	0	0	0	0	0	0	0	1.49698235294118	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_80_84_lean_cooked_formerly_lean_
Ground beef 85 89 lean cooked formerly extra lean 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57213529411765	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_85_89_lean_cooked_formerly_extra_lean_
Ground beef less than 80 lean cooked formerly regular 	0	3.6575	0	2.35871428571429	0	0	0	0	0	1.49988235294118	0	0	0	0	0	0	0	0	1.60591911764706	0	1.94247058823529	7.65923529411765	0	0	0	0	0	0	0	0	11.3413235294118	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_less_than_80_lean_cooked_formerly_regular_
Ground beef or patty cooked NS as to percent lean formerly NS as to regular lean or extra lean 	0	2.2722	0	0	0	0	0	0	0	0	2.13854117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_or_patty_cooked_NS_as_to_percent_lean_formerly_NS_as_to_regular_lean_or_extra_lean_
Beef jerky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216395294117647	0	0	0	0	0	2.16395294117647	0	2.02870588235294	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Other_beef_items_beef_bacon_dried_beef_pastrami;L4_;L5_;Beef_jerky
Beef pastrami beef smoked spiced 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250929411764706	0	0	1.76098670588235	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Other_beef_items_beef_bacon_dried_beef_pastrami;L4_;L5_;Beef_pastrami_beef_smoked_spiced_
Catfish baked or broiled made with margarine	0	3.06817875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Catfish;Catfish_baked_or_broiled_made_with_margarine
Catfish coated fried made with oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38614823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Catfish;Catfish_coated_fried_made_with_oil
Cod coated baked or broiled made with oil	0	0	0	0	0	0	0.3709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23706058823529	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Cod;Cod_coated_baked_or_broiled_made_with_oil
Fish NS as to type baked or broiled made with oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2024	0	0	0	4.89978	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Fish_NS;Fish_NS_as_to_type_baked_or_broiled_made_with_oil
Fish NS as to type cooked NS as to cooking method	0	1.99325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.876	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Fish_NS;Fish_NS_as_to_type_cooked_NS_as_to_cooking_method
Fish NS as to type steamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00517294117647	0	0	0	2.24035875	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Fish_NS;Fish_NS_as_to_type_steamed
Salmon baked or broiled made with butter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27066823529412	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_baked_or_broiled_made_with_butter
Salmon baked or broiled made with oil	0	0	4.8356	0	0	0	0	0	0	0	0	0	0	29.9522752941176	4.03203705882353	0	2.30402117647059	0	0	0	0	0	0	0	0.576005294117647	5.76005294117647	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_baked_or_broiled_made_with_oil
Salmon baked or broiled made without fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7154752941176	0	0	0	0	0	0	0	0	0	3.17886882352941	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_baked_or_broiled_made_without_fat
Salmon cooked NS as to cooking method	0	0	3.454	0	0	0	0	0	0	0	1.3816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18404764705882	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_cooked_NS_as_to_cooking_method
Salmon smoked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	0	0	0	0	0	3.73552941176471	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_smoked
Salmon steamed or poached	2.10857294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Salmon;Salmon_steamed_or_poached
Sardines canned in oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Sardines;Sardines_canned_in_oil
Sea bass baked or broiled fat added in cooking	0	0	0	0	0	0	1.2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Sea_bass;Sea_bass_baked_or_broiled_fat_added_in_cooking
Tilapia baked or broiled made with butter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06187882352941	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tilapia;Tilapia_baked_or_broiled_made_with_butter
Tilapia baked or broiled made with oil	0	2.225475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tilapia;Tilapia_baked_or_broiled_made_with_oil
Tilapia baked or broiled made without fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952226470588235	0	3.80890588235294	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tilapia;Tilapia_baked_or_broiled_made_without_fat
Tilapia coated baked or broiled made without fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15769882352941	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tilapia;Tilapia_coated_baked_or_broiled_made_without_fat
Tilapia coated fried made with butter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73627529411765	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tilapia;Tilapia_coated_fried_made_with_butter
Tuna canned water pack	0	0	0	0	0	0	0	0	0	0	0	0	4.43629411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Finfish;L4_Finfish_NS;L5_Tuna_canned;Tuna_canned_water_pack
Squid baked or broiled fat added in cooking	0	0	0	0	0	0	0	0	0	0	3.09441176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Other_seafood;L4_Other_seafood_NS;L5_Squid;Squid_baked_or_broiled_fat_added_in_cooking
Squid coated fried	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89436823529412	0	0	0	0	0	0	0	1.91426470588235	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Other_seafood;L4_Other_seafood_NS;L5_Squid;Squid_coated_fried
Oysters canned	0	0	0	0	0	0	4.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Oysters;Oysters_canned
Scallops baked or broiled fat added in cooking	0	0	0	0	0	0	0	0	0	0	1.68832588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Scallops;Scallops_baked_or_broiled_fat_added_in_cooking
Scallops steamed or boiled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37873176470588	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Scallops;Scallops_steamed_or_boiled
Shrimp baked or broiled made with oil	0.436588235294118	0	0	0	0	0	1.05508823529412	2.47545529411765	3.82815117647059	0	0	0	0	0	0.800411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Shrimp;Shrimp_baked_or_broiled_made_with_oil
Shrimp coated fried made with oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749527941176471	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Shrimp;Shrimp_coated_fried_made_with_oil
Shrimp cooked NS as to cooking method	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464823529411765	0.929647058823529	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Shrimp;Shrimp_cooked_NS_as_to_cooking_method
Shrimp steamed or boiled	0.314117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366470588235294	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Fish_and_shellfish;L3_Shellfish;L4_Shellfish_NS;L5_Shrimp;Shrimp_steamed_or_boiled
Chicken and vegetable entree with noodles diet frozen meal 	0	0	3.81187058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Frozen_or_shelfstable_plate_meals_with_meat_poultry_fish;L4_Poultry_frozen_or_shelfstable_meals;L5_;Chicken_and_vegetable_entree_with_noodles_diet_frozen_meal_
Chicken chow mein with rice diet frozen meal 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96146470588235	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Frozen_or_shelfstable_plate_meals_with_meat_poultry_fish;L4_Poultry_frozen_or_shelfstable_meals;L5_;Chicken_chow_mein_with_rice_diet_frozen_meal_
Chicken with noodles and cheese sauce diet frozen meal 	0	0	3.97931764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29827058823529	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Frozen_or_shelfstable_plate_meals_with_meat_poultry_fish;L4_Poultry_frozen_or_shelfstable_meals;L5_;Chicken_with_noodles_and_cheese_sauce_diet_frozen_meal_
Gravy beef or meat	0.214497058823529	0	0	0	0	0	0	0	0	0	0	0.428994117647059	0	0	0	0.428994117647059	0	0	0	0	0	0	0	0	0.213576470588235	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Gravies_from_meat_poultry_fish_base;L4_;L5_;Gravy_beef_or_meat
Gravy beef or meat home recipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794084529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Gravies_from_meat_poultry_fish_base;L4_;L5_;Gravy_beef_or_meat_home_recipe
Gravy poultry	0	0	0	0	0	0	0	0	0	0.128275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Gravies_from_meat_poultry_fish_base;L4_;L5_;Gravy_poultry
Gravy poultry home recipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Gravies_from_meat_poultry_fish_base;L4_;L5_;Gravy_poultry_home_recipe
Gravy poultry home recipe W VEGETABLE OIL NFS INCLUDE OIL NFS 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2638	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Gravies_from_meat_poultry_fish_base;L4_;L5_;Gravy_poultry_home_recipe_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_
Beef broth bouillon or consomme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Beef_broth_bouillon_or_consomme
Beef broth without tomato home recipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74070588235294	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Beef_broth_without_tomato_home_recipe
Beef vegetable soup with potato pasta or rice chunky style canned or ready to serve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32611764705882	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Beef_vegetable_soup_with_potato_pasta_or_rice_chunky_style_canned_or_ready_to_serve
Italian Wedding Soup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Italian_Wedding_Soup
Meat and corn hominy soup Mexican style home recipe Pozole 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4724	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Meat_and_corn_hominy_soup_Mexican_style_home_recipe_Pozole_
Meat and rice noodle soup Asian style Vietnamese Pho Bo 	0	0	0	14.1032	0	0	0	0	8.7108	0	0	5.8072	0	0	0	7.259	0	0	0	14.518	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Meat_and_rice_noodle_soup_Asian_style_Vietnamese_Pho_Bo_
Lobster bisque	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35016470588235	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Fishshellfish_soups;L5_;Lobster_bisque
Pork vegetable soup with potato pasta or rice stew type chunky style	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60047058823529	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Pork_soups;L5_;Pork_vegetable_soup_with_potato_pasta_or_rice_stew_type_chunky_style
Chicken or turkey broth less or reduced sodium canned or ready to serve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472941176470587	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Poultry_soups;L5_;Chicken_or_turkey_broth_less_or_reduced_sodium_canned_or_ready_to_serve
Chicken or turkey vegetable soup stew type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48376470588235	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Poultry_soups;L5_;Chicken_or_turkey_vegetable_soup_stew_type
Hot and sour soup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.342	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Poultry_soups;L5_;Hot_and_sour_soup
Deer bologna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98108588235294	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Game;L4_Large_game;L5_Venisondeer_NS_processed;Deer_bologna
Lamb chop NS as to cut cooked lean only eaten	0	0	0	0	0	0	0	0	0	0	0	3.95532529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95532529411765	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_chop_loin_shoulder;L5_;Lamb_chop_NS_as_to_cut_cooked_lean_only_eaten
Lamb ribs cooked lean only eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83794117647059	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_ribs_hocks;L5_;Lamb_ribs_cooked_lean_only_eaten
Lamb roast cooked lean only eaten	0	0	0	0	0	0	0	0	2.46278117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_roast;L5_;Lamb_roast_cooked_lean_only_eaten
Lamb NS as to cut cooked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6726482352941	0	0	0	0.920855882352941	0	0	0	1.655994375	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_NFS;L4_;L5_;Lamb_NS_as_to_cut_cooked
Beef and broccoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898954411764706	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Beef_with_vegetable_no_potatoes;L5_;Beef_and_broccoli
