	MCT.f.0291	MCT.f.0292	MCT.f.0293	MCT.f.0294	MCT.f.0295	MCT.f.0296	MCT.f.0297	MCT.f.0298	MCT.f.0299	MCT.f.0300	MCT.f.0301	MCT.f.0302	MCT.f.0303	MCT.f.0304	MCT.f.0305	MCT.f.0306
MCT.f.0291	0.0	5.09807659491	7.59806433908	7.44836039679	9.06164072014	9.23438276256	8.07371438012	7.42539411409	6.30180745983	7.53570425059	8.16521936117	8.6212694017	10.1632040748	10.4339363769	8.8740545966	7.37339689288
MCT.f.0292	5.09807659491	0.0	3.63556971109	7.30475654829	9.08336007762	8.23928640163	7.56781701591	7.97713820255	8.97159355081	10.1142722272	7.64393181125	7.35640142972	9.78893189984	9.82616196863	8.45201164923	7.49208702735
MCT.f.0293	7.59806433908	3.63556971109	0.0	5.44758592576	9.43292448421	8.46405330213	8.47065008646	9.5106031254	9.80581416087	10.5081886609	8.724789852	8.39692218897	10.1283699876	10.2715571763	9.546320524	8.58711468236
MCT.f.0294	7.44836039679	7.30475654829	5.44758592576	0.0	4.81137440758	9.02427942484	8.43011032719	8.32151067323	7.80952380952	8.82824516984	9.00284894446	8.23160017776	8.72886503233	9.23079716236	7.97024508434	6.94524676437
MCT.f.0295	9.06164072014	9.08336007762	9.43292448421	4.81137440758	0.0	5.09805742605	7.64093423208	7.83815438252	6.44976754683	7.76693829392	9.48782663684	9.28279628792	8.53092448434	9.08267838878	8.40864983012	8.57302628307
MCT.f.0296	9.23438276256	8.23928640163	8.46405330213	9.02427942484	5.09805742605	0.0	3.88246201035	8.22792822505	8.2683265017	8.87459529386	9.14658388692	9.16140924246	9.76693213826	10.1093792401	10.0147370669	10.1168586801
MCT.f.0297	8.07371438012	7.56781701591	8.47065008646	8.43011032719	7.64093423208	3.88246201035	0.0	5.69607701949	8.57005413766	8.81899461199	9.27752349313	8.99232045766	9.50536018168	9.66817905564	9.55935543337	8.78773258382
MCT.f.0298	7.42539411409	7.97713820255	9.5106031254	8.32151067323	7.83815438252	8.22792822505	5.69607701949	0.0	4.57786535304	7.65105898341	7.74887448672	8.00737018425	9.40774467135	9.76326762484	7.41357266572	6.18950524738
MCT.f.0299	6.30180745983	8.97159355081	9.80581416087	7.80952380952	6.44976754683	8.2683265017	8.57005413766	4.57786535304	0.0	4.27744498632	7.72447632712	8.18574778655	9.27206489304	9.55308700086	7.32694063927	6.62192903548
MCT.f.0300	7.53570425059	10.1142722272	10.5081886609	8.82824516984	7.76693829392	8.87459529386	8.81899461199	7.65105898341	4.27744498632	0.0	5.30298041923	7.89937614802	7.94386848853	8.76258938529	8.89111433014	8.40356424619
MCT.f.0301	8.16521936117	7.64393181125	8.724789852	9.00284894446	9.48782663684	9.14658388692	9.27752349313	7.74887448672	7.72447632712	5.30298041923	0.0	3.61114515668	7.89770811991	9.02101498774	8.52602150115	8.39629683006
MCT.f.0302	8.6212694017	7.35640142972	8.39692218897	8.23160017776	9.28279628792	9.16140924246	8.99232045766	8.00737018425	8.18574778655	7.89937614802	3.61114515668	0.0	5.37472741761	8.67022923514	8.24461347835	8.06808153712
MCT.f.0303	10.1632040748	9.78893189984	10.1283699876	8.72886503233	8.53092448434	9.76693213826	9.50536018168	9.40774467135	9.27206489304	7.94386848853	7.89770811991	5.37472741761	0.0	3.79295974734	6.40720880839	8.66265278658
MCT.f.0304	10.4339363769	9.82616196863	10.2715571763	9.23079716236	9.08267838878	10.1093792401	9.66817905564	9.76326762484	9.55308700086	8.76258938529	9.02101498774	8.67022923514	3.79295974734	0.0	3.80341600656	8.81235411948
MCT.f.0305	8.8740545966	8.45201164923	9.546320524	7.97024508434	8.40864983012	10.0147370669	9.55935543337	7.41357266572	7.32694063927	8.89111433014	8.52602150115	8.24461347835	6.40720880839	3.80341600656	0.0	5.64290115216
MCT.f.0306	7.37339689288	7.49208702735	8.58711468236	6.94524676437	8.57302628307	10.1168586801	8.78773258382	6.18950524738	6.62192903548	8.40356424619	8.39629683006	8.06808153712	8.66265278658	8.81235411948	5.64290115216	0.0
