	sample3	sample5	sample7	sample8	sample9	sample10	sample12	sample13	sample14	sample15
sample3	0.0	9.74952397438	8.11020549076	8.51668451841	8.71226817224	8.78484430127	8.04922067268	9.85270054834	10.3175951593	6.69075337883
sample5	9.74952397438	0.0	8.73826571201	10.6670672916	9.22059801184	8.69894831058	9.59446882064	10.2791989301	9.11865733293	10.0454160973
sample7	8.11020549076	8.73826571201	0.0	10.2263238528	9.78918262335	8.94329122766	8.71993358929	9.72094321936	6.81290366365	9.90321434012
sample8	8.51668451841	10.6670672916	10.2263238528	0.0	10.8605300484	10.4803280435	10.1891968863	10.4088503971	11.3262484737	9.76881703779
sample9	8.71226817224	9.22059801184	9.78918262335	10.8605300484	0.0	8.99459796644	9.12063086104	9.88641366684	9.17770693689	9.2927391123
sample10	8.78484430127	8.69894831058	8.94329122766	10.4803280435	8.99459796644	0.0	9.21357370095	10.0636184523	9.91677262744	9.58463933576
sample12	8.04922067268	9.59446882064	8.71993358929	10.1891968863	9.12063086104	9.21357370095	0.0	8.553510153	10.2254619136	8.18927947374
sample13	9.85270054834	10.2791989301	9.72094321936	10.4088503971	9.88641366684	10.0636184523	8.553510153	0.0	10.7401285826	7.82333379429
sample14	10.3175951593	9.11865733293	6.81290366365	11.3262484737	9.17770693689	9.91677262744	10.2254619136	10.7401285826	0.0	10.8296191725
sample15	6.69075337883	10.0454160973	9.90321434012	9.76881703779	9.2927391123	9.58463933576	8.18927947374	7.82333379429	10.8296191725	0.0
