	sample3	sample5	sample7	sample8	sample9	sample10	sample12	sample13	sample14	sample15
sample3	0.0	0.842696629213	0.770992366412	0.772727272727	0.838028169014	0.817391304348	0.783783783784	0.751879699248	0.857142857143	0.834862385321
sample5	0.842696629213	0.0	0.853260869565	0.878787878788	0.83152173913	0.822784810127	0.865030674847	0.880829015544	0.858974358974	0.940119760479
sample7	0.770992366412	0.853260869565	0.0	0.823529411765	0.881578947368	0.853658536585	0.793103448276	0.778571428571	0.67	0.890756302521
sample8	0.772727272727	0.878787878788	0.823529411765	0.0	0.892307692308	0.883495145631	0.882352941176	0.858267716535	0.940594059406	0.860215053763
sample9	0.838028169014	0.83152173913	0.881578947368	0.892307692308	0.0	0.739130434783	0.883720930233	0.856209150327	0.867768595041	0.912
sample10	0.817391304348	0.822784810127	0.853658536585	0.883495145631	0.739130434783	0.0	0.789473684211	0.84126984127	0.838709677419	0.836956521739
sample12	0.783783783784	0.865030674847	0.793103448276	0.882352941176	0.883720930233	0.789473684211	0.0	0.739130434783	0.873684210526	0.808988764045
sample13	0.751879699248	0.880829015544	0.778571428571	0.858267716535	0.856209150327	0.84126984127	0.739130434783	0.0	0.887096774194	0.798245614035
sample14	0.857142857143	0.858974358974	0.67	0.940594059406	0.867768595041	0.838709677419	0.873684210526	0.887096774194	0.0	0.946808510638
sample15	0.834862385321	0.940119760479	0.890756302521	0.860215053763	0.912	0.836956521739	0.808988764045	0.798245614035	0.946808510638	0.0
