	MCT.f.0052	MCT.f.0053	MCT.f.0054	MCT.f.0055	MCT.f.0056	MCT.f.0057	MCT.f.0058	MCT.f.0059	MCT.f.0060	MCT.f.0061	MCT.f.0063	MCT.f.0065	MCT.f.0066	MCT.f.0067	MCT.f.0068
MCT.f.0052	0.0	0.550724637681	0.688172043011	0.803278688525	0.834558823529	0.857142857143	0.87898089172	0.894736842105	0.907051282051	0.908227848101	0.883895131086	0.89219330855	0.885993485342	0.87012987013	0.871794871795
MCT.f.0053	0.550724637681	0.0	0.288770053476	0.491803278689	0.606382978723	0.635135135135	0.699088145897	0.747720364742	0.784256559767	0.797142857143	0.849230769231	0.823899371069	0.774193548387	0.734328358209	0.744868035191
MCT.f.0054	0.688172043011	0.288770053476	0.0	0.283333333333	0.42238267148	0.506666666667	0.59940652819	0.666666666667	0.697740112994	0.722527472527	0.805714285714	0.809116809117	0.737704918033	0.689075630252	0.659090909091
MCT.f.0055	0.803278688525	0.491803278689	0.283333333333	0.0	0.210332103321	0.324324324324	0.466076696165	0.547550432277	0.624324324324	0.69465648855	0.767195767196	0.776902887139	0.721804511278	0.676923076923	0.659793814433
MCT.f.0056	0.834558823529	0.606382978723	0.42238267148	0.210332103321	0.0	0.152482269504	0.338414634146	0.453216374269	0.548913043478	0.620512820513	0.724675324675	0.737789203085	0.713942307692	0.650872817955	0.6375
MCT.f.0057	0.857142857143	0.635135135135	0.506666666667	0.324324324324	0.152482269504	0.0	0.246056782334	0.358662613982	0.486111111111	0.5703125	0.689295039164	0.709511568123	0.677966101695	0.626865671642	0.623762376238
MCT.f.0058	0.87898089172	0.699088145897	0.59940652819	0.466076696165	0.338414634146	0.246056782334	0.0	0.144736842105	0.311572700297	0.434426229508	0.601063829787	0.658163265306	0.646080760095	0.615384615385	0.605769230769
MCT.f.0059	0.894736842105	0.747720364742	0.666666666667	0.547550432277	0.453216374269	0.358662613982	0.144736842105	0.0	0.216129032258	0.37134502924	0.571428571429	0.650793650794	0.632098765432	0.627450980392	0.621026894866
MCT.f.0060	0.907051282051	0.784256559767	0.697740112994	0.624324324324	0.548913043478	0.486111111111	0.311572700297	0.216129032258	0.0	0.221518987342	0.494152046784	0.651832460733	0.646489104116	0.635265700483	0.628915662651
MCT.f.0061	0.908227848101	0.797142857143	0.722527472527	0.69465648855	0.620512820513	0.5703125	0.434426229508	0.37134502924	0.221518987342	0.0	0.331189710611	0.538028169014	0.567430025445	0.5775	0.592137592138
MCT.f.0063	0.883895131086	0.849230769231	0.805714285714	0.767195767196	0.724675324675	0.689295039164	0.601063829787	0.571428571429	0.494152046784	0.331189710611	0.0	0.442244224422	0.574585635359	0.604278074866	0.647814910026
MCT.f.0065	0.89219330855	0.823899371069	0.809116809117	0.776902887139	0.737789203085	0.709511568123	0.658163265306	0.650793650794	0.651832460733	0.538028169014	0.442244224422	0.0	0.313725490196	0.441791044776	0.530726256983
MCT.f.0066	0.885993485342	0.774193548387	0.737704918033	0.721804511278	0.713942307692	0.677966101695	0.646080760095	0.632098765432	0.646489104116	0.567430025445	0.574585635359	0.313725490196	0.0	0.197452229299	0.318584070796
MCT.f.0067	0.87012987013	0.734328358209	0.689075630252	0.676923076923	0.650872817955	0.626865671642	0.615384615385	0.627450980392	0.635265700483	0.5775	0.604278074866	0.441791044776	0.197452229299	0.0	0.171428571429
MCT.f.0068	0.871794871795	0.744868035191	0.659090909091	0.659793814433	0.6375	0.623762376238	0.605769230769	0.621026894866	0.628915662651	0.592137592138	0.647814910026	0.530726256983	0.318584070796	0.171428571429	0.0
