	MCT.f.0358	MCT.f.0359	MCT.f.0360	MCT.f.0361	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0358	0.0	4.6289118287	6.03203813033	6.61901974281	6.62349645405	6.92001548087	6.02032941296	7.01192638437	6.23807210594	6.40174092139	7.68747435065	8.68204386146	7.59287040194	7.2978031684	7.68611529042
MCT.f.0359	4.6289118287	0.0	4.8263228352	5.88077376893	5.99533175437	6.35327254966	6.39549385794	6.17469593881	6.93194014998	6.85964850656	7.52352314098	8.32606647061	7.77806463951	7.50376624609	7.96854521625
MCT.f.0360	6.03203813033	4.8263228352	0.0	4.18839551709	5.3747188484	6.43436067647	6.44244567806	4.74521890311	5.55317497283	6.24027756466	6.1302853684	7.25934981811	7.68337510443	7.7009992172	7.73164179562
MCT.f.0361	6.61901974281	5.88077376893	4.18839551709	0.0	3.03434161925	4.39136009325	5.51860342091	5.28706007753	5.17502723247	6.48996094395	6.43282829874	7.68026826835	7.81261854847	7.86287327292	7.41798758624
MCT.f.0362	6.62349645405	5.99533175437	5.3747188484	3.03434161925	0.0	3.87064757065	5.35206676328	5.43304438041	5.99886544134	6.57177742892	6.93037779014	7.45561163829	7.68477818478	7.92480427126	7.52990706202
MCT.f.0363	6.92001548087	6.35327254966	6.43436067647	4.39136009325	3.87064757065	0.0	3.50242485476	5.18008534851	5.09642828669	6.23285793082	6.96189144069	7.96418386891	7.72602602603	8.45552245159	7.02303141936
MCT.f.0364	6.02032941296	6.39549385794	6.44244567806	5.51860342091	5.35206676328	3.50242485476	0.0	4.17866591206	4.24299853098	4.8344459279	6.13523652015	7.86788894379	7.39081738614	7.90762696719	7.2422434806
MCT.f.0365	7.01192638437	6.17469593881	4.74521890311	5.28706007753	5.43304438041	5.18008534851	4.17866591206	0.0	4.02197912864	4.80140090989	5.47848595454	7.23697987254	7.74297605877	7.94126857898	7.34921857085
MCT.f.0366	6.23807210594	6.93194014998	5.55317497283	5.17502723247	5.99886544134	5.09642828669	4.24299853098	4.02197912864	0.0	4.74287262313	4.97438208223	6.78197570436	7.09828159386	7.32837665203	7.74796738538
MCT.f.0368	6.40174092139	6.85964850656	6.24027756466	6.48996094395	6.57177742892	6.23285793082	4.8344459279	4.80140090989	4.74287262313	0.0	3.95687175419	6.45194095636	5.87263794407	6.18421064714	7.23029395244
MCT.f.0369	7.68747435065	7.52352314098	6.1302853684	6.43282829874	6.93037779014	6.96189144069	6.13523652015	5.47848595454	4.97438208223	3.95687175419	0.0	4.5176291194	5.44453277508	5.88452670461	7.08473930995
MCT.f.0370	8.68204386146	8.32606647061	7.25934981811	7.68026826835	7.45561163829	7.96418386891	7.86788894379	7.23697987254	6.78197570436	6.45194095636	4.5176291194	0.0	4.37829437987	5.33543307087	7.38187634803
MCT.f.0371	7.59287040194	7.77806463951	7.68337510443	7.81261854847	7.68477818478	7.72602602603	7.39081738614	7.74297605877	7.09828159386	5.87263794407	5.44453277508	4.37829437987	0.0	2.99296337958	6.50140769866
MCT.f.0372	7.2978031684	7.50376624609	7.7009992172	7.86287327292	7.92480427126	8.45552245159	7.90762696719	7.94126857898	7.32837665203	6.18421064714	5.88452670461	5.33543307087	2.99296337958	0.0	5.81278211783
MCT.f.0374	7.68611529042	7.96854521625	7.73164179562	7.41798758624	7.52990706202	7.02303141936	7.2422434806	7.34921857085	7.74796738538	7.23029395244	7.08473930995	7.38187634803	6.50140769866	5.81278211783	0.0
