	sample1	sample2	sample3	sample4	sample6	sample7	sample8	sample9	sample10	sample12	sample13	sample14	sample15
sample1	0.0	6.63854983429	4.617096655	6.98692340245	5.28595006348	7.53233153122	7.1743984123	5.99219992427	7.25092750911	8.29771927139	9.16038597693	7.37191299592	7.96090300174
sample2	6.63854983429	0.0	5.20935876982	3.85036351619	7.0929279577	5.08234159963	7.07458349477	6.39936920954	4.2764397642	6.17517332058	8.53673978955	7.99270648531	7.84095311895
sample3	4.617096655	5.20935876982	0.0	5.07366269771	4.68612049049	5.8951357729	7.10488592562	5.64038797901	5.68367360763	6.4977019991	7.97422433223	6.54606809067	6.64146265236
sample4	6.98692340245	3.85036351619	5.07366269771	0.0	6.2	5.85969369997	7.91987829615	7.59318885449	5.09541018201	6.45050062578	8.00317460317	7.79673202614	8.38356997972
sample6	5.28595006348	7.0929279577	4.68612049049	6.2	0.0	6.15767490428	4.43367139959	5.98173374613	5.54476391453	6.69974968711	8.43716153128	7.52442380461	5.35598377282
sample7	7.53233153122	5.08234159963	5.8951357729	5.85969369997	6.15767490428	0.0	6.27680065293	7.34759680266	3.78679650808	4.52228377187	8.27542969851	7.76843489394	5.43856355846
sample8	7.1743984123	7.07458349477	7.10488592562	7.91987829615	4.43367139959	6.27680065293	0.0	5.29582577132	5.73570434514	5.59977989729	7.5275862069	7.08090340795	4.82068965517
sample9	5.99219992427	6.39936920954	5.64038797901	7.59318885449	5.98173374613	7.34759680266	5.29582577132	0.0	6.47983636221	6.63228816723	7.07435254804	7.5134502924	6.14676346038
sample10	7.25092750911	4.2764397642	5.68367360763	5.09541018201	5.54476391453	3.78679650808	5.73570434514	6.47983636221	0.0	4.52957733041	8.53082069898	6.81871345029	6.15413638472
sample12	8.29771927139	6.17517332058	6.4977019991	6.45050062578	6.69974968711	4.52228377187	5.59977989729	6.63228816723	4.52957733041	0.0	7.56957109085	7.43557919622	5.26181217902
sample13	9.16038597693	8.53673978955	7.97422433223	8.00317460317	8.43716153128	8.27542969851	7.5275862069	7.07435254804	8.53082069898	7.56957109085	0.0	8.09941520468	6.15194307608
sample14	7.37191299592	7.99270648531	6.54606809067	7.79673202614	7.52442380461	7.76843489394	7.08090340795	7.5134502924	6.81871345029	7.43557919622	8.09941520468	0.0	7.02698124622
sample15	7.96090300174	7.84095311895	6.64146265236	8.38356997972	5.35598377282	5.43856355846	4.82068965517	6.14676346038	6.15413638472	5.26181217902	6.15194307608	7.02698124622	0.0
