	sample1	sample2	sample3	sample4	sample6	sample7	sample8	sample9	sample10	sample12	sample13	sample14	sample15
sample1	0.0	0.5390625	0.625	0.695364238411	0.585714285714	0.774647887324	0.696774193548	0.655172413793	0.701388888889	0.76	0.829113924051	0.697183098592	0.815286624204
sample2	0.5390625	0.0	0.521367521368	0.504347826087	0.626984126984	0.69298245614	0.648854961832	0.617886178862	0.627118644068	0.575221238938	0.75	0.72	0.732283464567
sample3	0.625	0.521367521368	0.0	0.336363636364	0.491803278689	0.558558558559	0.617647058824	0.491666666667	0.604838709677	0.542372881356	0.632	0.674418604651	0.666666666667
sample4	0.695364238411	0.504347826087	0.336363636364	0.0	0.5703125	0.663865546218	0.572519083969	0.646616541353	0.578512396694	0.563025210084	0.671875	0.650793650794	0.6640625
sample6	0.585714285714	0.626984126984	0.491803278689	0.5703125	0.0	0.677685950413	0.446280991736	0.516393442623	0.508620689655	0.578512396694	0.674418604651	0.642857142857	0.612903225806
sample7	0.774647887324	0.69298245614	0.558558558559	0.663865546218	0.677685950413	0.0	0.677419354839	0.669491525424	0.657657657658	0.616822429907	0.663636363636	0.6875	0.603773584906
sample8	0.696774193548	0.648854961832	0.617647058824	0.572519083969	0.446280991736	0.677419354839	0.0	0.508064516129	0.572580645161	0.592	0.653846153846	0.643410852713	0.625
sample9	0.655172413793	0.617886178862	0.491666666667	0.646616541353	0.516393442623	0.669491525424	0.508064516129	0.0	0.606557377049	0.543103448276	0.611570247934	0.666666666667	0.65873015873
sample10	0.701388888889	0.627118644068	0.604838709677	0.578512396694	0.508620689655	0.657657657658	0.572580645161	0.606557377049	0.0	0.54954954955	0.677685950413	0.620689655172	0.5625
sample12	0.76	0.575221238938	0.542372881356	0.563025210084	0.578512396694	0.616822429907	0.592	0.543103448276	0.54954954955	0.0	0.592920353982	0.554545454545	0.490566037736
sample13	0.829113924051	0.75	0.632	0.671875	0.674418604651	0.663636363636	0.653846153846	0.611570247934	0.677685950413	0.592920353982	0.0	0.637931034483	0.485714285714
sample14	0.697183098592	0.72	0.674418604651	0.650793650794	0.642857142857	0.6875	0.643410852713	0.666666666667	0.620689655172	0.554545454545	0.637931034483	0.0	0.567567567568
sample15	0.815286624204	0.732283464567	0.666666666667	0.6640625	0.612903225806	0.603773584906	0.625	0.65873015873	0.5625	0.490566037736	0.485714285714	0.567567567568	0.0
