	sample1	sample2	sample3	sample5	sample8	sample9	sample10	sample12	sample13
sample1	0.0	8.51174344218	10.5920782196	9.49484492177	9.15973885241	10.5914966386	8.49237512173	14.9191373841	8.34509415226
sample2	8.51174344218	0.0	13.3880261098	10.6090555976	9.59997522252	9.8789025432	9.70151389199	13.3527949722	9.04164409439
sample3	10.5920782196	13.3880261098	0.0	11.5369795576	10.3978113232	14.7320826958	10.3026920594	17.9618530216	11.768334044
sample5	9.49484492177	10.6090555976	11.5369795576	0.0	11.5051715752	12.8255284769	10.1845395636	14.5393571597	10.0939580635
sample8	9.15973885241	9.59997522252	10.3978113232	11.5051715752	0.0	9.64500437089	7.60167952295	12.3274267789	8.91956387554
sample9	10.5914966386	9.8789025432	14.7320826958	12.8255284769	9.64500437089	0.0	9.80735283944	10.9943667722	10.562100176
sample10	8.49237512173	9.70151389199	10.3026920594	10.1845395636	7.60167952295	9.80735283944	0.0	12.7691840596	9.73921022052
sample12	14.9191373841	13.3527949722	17.9618530216	14.5393571597	12.3274267789	10.9943667722	12.7691840596	0.0	12.5319613498
sample13	8.34509415226	9.04164409439	11.768334044	10.0939580635	8.91956387554	10.562100176	9.73921022052	12.5319613498	0.0
