	MCT.f.0360	MCT.f.0361	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0360	0.0	0.277777777778	0.464912280702	0.647302904564	0.610169491525	0.538116591928	0.556962025316	0.636363636364	0.614107883817	0.656488549618	0.699248120301	0.715953307393	0.69921875
MCT.f.0361	0.277777777778	0.0	0.255924170616	0.464285714286	0.540084388186	0.554621848739	0.542510121457	0.613545816733	0.608695652174	0.649635036496	0.690647482014	0.739130434783	0.737410071942
MCT.f.0362	0.464912280702	0.255924170616	0.0	0.287234042553	0.39603960396	0.509259259259	0.504424778761	0.600858369099	0.601694915254	0.656370656371	0.699619771863	0.75572519084	0.719844357977
MCT.f.0363	0.647302904564	0.464285714286	0.287234042553	0.0	0.305084745763	0.517412935323	0.598214285714	0.645739910314	0.681034482759	0.698795180723	0.733067729084	0.792	0.75
MCT.f.0364	0.610169491525	0.540084388186	0.39603960396	0.305084745763	0.0	0.333333333333	0.473429951691	0.599078341014	0.618834080717	0.685483870968	0.75486381323	0.821705426357	0.757085020243
MCT.f.0365	0.538116591928	0.554621848739	0.509259259259	0.517412935323	0.333333333333	0.0	0.274725274725	0.614678899083	0.583333333333	0.677551020408	0.752941176471	0.811023622047	0.729166666667
MCT.f.0366	0.556962025316	0.542510121457	0.504424778761	0.598214285714	0.473429951691	0.274725274725	0.0	0.425742574257	0.529680365297	0.623481781377	0.705426356589	0.743083003953	0.7004048583
MCT.f.0368	0.636363636364	0.613545816733	0.600858369099	0.645739910314	0.599078341014	0.614678899083	0.425742574257	0.0	0.296703296703	0.467289719626	0.64135021097	0.663755458515	0.738775510204
MCT.f.0369	0.614107883817	0.608695652174	0.601694915254	0.681034482759	0.618834080717	0.583333333333	0.529680365297	0.296703296703	0.0	0.252631578947	0.469483568075	0.652173913043	0.701244813278
MCT.f.0370	0.656488549618	0.649635036496	0.656370656371	0.698795180723	0.685483870968	0.677551020408	0.623481781377	0.467289719626	0.252631578947	0.0	0.262626262626	0.474418604651	0.731800766284
MCT.f.0371	0.699248120301	0.690647482014	0.699619771863	0.733067729084	0.75486381323	0.752941176471	0.705426356589	0.64135021097	0.469483568075	0.262626262626	0.0	0.268817204301	0.640167364017
MCT.f.0372	0.715953307393	0.739130434783	0.75572519084	0.792	0.821705426357	0.811023622047	0.743083003953	0.663755458515	0.652173913043	0.474418604651	0.268817204301	0.0	0.556074766355
MCT.f.0374	0.69921875	0.737410071942	0.719844357977	0.75	0.757085020243	0.729166666667	0.7004048583	0.738775510204	0.701244813278	0.731800766284	0.640167364017	0.556074766355	0.0
