	sample2	sample3	sample4	sample5	sample6	sample8	sample10	sample11	sample13	sample15	sample16
sample2	0.0	0.666666666667	0.680412371134	0.781818181818	0.877192982456	0.85046728972	0.747663551402	0.816513761468	0.834951456311	0.852941176471	0.824742268041
sample3	0.666666666667	0.0	0.522727272727	0.763636363636	0.818181818182	0.75	0.740740740741	0.798165137615	0.838095238095	0.692307692308	0.739130434783
sample4	0.680412371134	0.522727272727	0.0	0.796460176991	0.849557522124	0.78640776699	0.785714285714	0.798165137615	0.859813084112	0.79797979798	0.752688172043
sample5	0.781818181818	0.763636363636	0.796460176991	0.0	0.866666666667	0.775700934579	0.709090909091	0.798245614035	0.886956521739	0.75	0.815533980583
sample6	0.877192982456	0.818181818182	0.849557522124	0.866666666667	0.0	0.774509803922	0.876033057851	0.860869565217	0.767676767677	0.79797979798	0.873786407767
sample8	0.85046728972	0.75	0.78640776699	0.775700934579	0.774509803922	0.0	0.71568627451	0.776699029126	0.896226415094	0.733333333333	0.855670103093
sample10	0.747663551402	0.740740740741	0.785714285714	0.709090909091	0.876033057851	0.71568627451	0.0	0.707547169811	0.792452830189	0.774509803922	0.755102040816
sample11	0.816513761468	0.798165137615	0.798165137615	0.798245614035	0.860869565217	0.776699029126	0.707547169811	0.0	0.881818181818	0.762886597938	0.768421052632
sample13	0.834951456311	0.838095238095	0.859813084112	0.886956521739	0.767676767677	0.896226415094	0.792452830189	0.881818181818	0.0	0.81914893617	0.786516853933
sample15	0.852941176471	0.692307692308	0.79797979798	0.75	0.79797979798	0.733333333333	0.774509803922	0.762886597938	0.81914893617	0.0	0.793103448276
sample16	0.824742268041	0.739130434783	0.752688172043	0.815533980583	0.873786407767	0.855670103093	0.755102040816	0.768421052632	0.786516853933	0.793103448276	0.0
