	MCT.f.0460	MCT.f.0461	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0460	0.0	6.14623139353	8.62211226566	7.45633074935	6.35794076724	6.17578772803	6.94114269308	6.62638764126	7.92135807176	7.85675766768	6.72205915557
MCT.f.0461	6.14623139353	0.0	7.15117370892	5.60993487809	6.00982304081	5.00735757831	4.72404799165	5.45721251688	8.45713076272	7.67156562564	6.41884315602
MCT.f.0462	8.62211226566	7.15117370892	0.0	7.94811256005	6.31729405346	6.99341589923	6.07260309955	6.89164459867	8.61552145099	8.60425531915	8.39634373063
MCT.f.0463	7.45633074935	5.60993487809	7.94811256005	0.0	7.09081885856	6.35134007382	5.59482277977	6.69605427108	8.09524061343	8.62075736325	6.30798621986
MCT.f.0464	6.35794076724	6.00982304081	6.31729405346	7.09081885856	0.0	5.66429391504	6.24843304843	6.14086057005	7.25704077343	8.35897435897	6.91299477222
MCT.f.0467	6.17578772803	5.00735757831	6.99341589923	6.35134007382	5.66429391504	0.0	4.49843375714	4.00614950996	8.0188402251	6.43045641358	5.71917113462
MCT.f.0468	6.94114269308	4.72404799165	6.07260309955	5.59482277977	6.24843304843	4.49843375714	0.0	5.50686165422	8.4729811779	6.93531937735	6.75062927005
MCT.f.0470	6.62638764126	5.45721251688	6.89164459867	6.69605427108	6.14086057005	4.00614950996	5.50686165422	0.0	7.52638429607	6.40243826585	4.94835201467
MCT.f.0472	7.92135807176	8.45713076272	8.61552145099	8.09524061343	7.25704077343	8.0188402251	8.4729811779	7.52638429607	0.0	5.44666191494	5.44747731975
MCT.f.0473	7.85675766768	7.67156562564	8.60425531915	8.62075736325	8.35897435897	6.43045641358	6.93531937735	6.40243826585	5.44666191494	0.0	5.34191642043
MCT.f.0475	6.72205915557	6.41884315602	8.39634373063	6.30798621986	6.91299477222	5.71917113462	6.75062927005	4.94835201467	5.44747731975	5.34191642043	0.0
