	sample2	sample3	sample4	sample5	sample6	sample8	sample11	sample12	sample13	sample15	sample16
sample2	0.0	0.72027972028	0.555555555556	0.736	0.708661417323	0.713043478261	0.672897196262	0.791946308725	0.788321167883	0.637096774194	0.607843137255
sample3	0.72027972028	0.0	0.776923076923	0.808917197452	0.808641975309	0.753521126761	0.742647058824	0.70987654321	0.803680981595	0.730769230769	0.795774647887
sample4	0.555555555556	0.776923076923	0.0	0.814159292035	0.703703703704	0.734693877551	0.595238095238	0.827067669173	0.796610169492	0.739130434783	0.64367816092
sample5	0.736	0.808917197452	0.814159292035	0.0	0.773722627737	0.774193548387	0.822580645161	0.871165644172	0.731343283582	0.781690140845	0.793388429752
sample6	0.708661417323	0.808641975309	0.703703703704	0.773722627737	0.0	0.661016949153	0.743801652893	0.724832214765	0.724637681159	0.77397260274	0.72268907563
sample8	0.713043478261	0.753521126761	0.734693877551	0.774193548387	0.661016949153	0.0	0.679611650485	0.739130434783	0.796992481203	0.685483870968	0.763636363636
sample11	0.672897196262	0.742647058824	0.595238095238	0.822580645161	0.743801652893	0.679611650485	0.0	0.755555555556	0.694915254237	0.782945736434	0.796296296296
sample12	0.791946308725	0.70987654321	0.827067669173	0.871165644172	0.724832214765	0.739130434783	0.755555555556	0.0	0.807453416149	0.682432432432	0.816901408451
sample13	0.788321167883	0.803680981595	0.796610169492	0.731343283582	0.724637681159	0.796992481203	0.694915254237	0.807453416149	0.0	0.816993464052	0.850746268657
sample15	0.637096774194	0.730769230769	0.739130434783	0.781690140845	0.77397260274	0.685483870968	0.782945736434	0.682432432432	0.816993464052	0.0	0.622807017544
sample16	0.607843137255	0.795774647887	0.64367816092	0.793388429752	0.72268907563	0.763636363636	0.796296296296	0.816901408451	0.850746268657	0.622807017544	0.0
