	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	8.70536695552	9.03394827107	7.6761285353	8.95332859512	10.6405848963	10.0748378409	5.75103073611	10.3906453511	7.29167394876	7.86155502544	11.4527785401
sample2	8.70536695552	0.0	2.84851113636	7.820866342	6.70235821961	8.73299242834	8.69663707963	9.12222565904	8.27254651175	8.65898913594	9.06725304359	11.3918299193
sample3	9.03394827107	2.84851113636	0.0	8.36048902923	7.31116794544	8.99058942379	8.4558962624	8.76732542819	8.60245261984	8.91288904728	8.34541541111	10.9306930693
sample4	7.6761285353	7.820866342	8.36048902923	0.0	8.84576623946	10.055047154	9.43942761933	8.41972190576	10.7193811775	8.42526024972	8.28718402567	11.7537105666
sample5	8.95332859512	6.70235821961	7.31116794544	8.84576623946	0.0	9.25036359495	8.53060887513	9.78848902378	8.56661639015	10.0346351655	8.91697405035	10.8296770854
sample7	10.6405848963	8.73299242834	8.99058942379	10.055047154	9.25036359495	0.0	9.09701707351	8.90642970536	7.43782223139	9.09104293939	10.2717773118	10.7374158327
sample8	10.0748378409	8.69663707963	8.4558962624	9.43942761933	8.53060887513	9.09701707351	0.0	9.41156084314	9.14484401048	9.86792924935	9.75930519368	10.8541393087
sample9	5.75103073611	9.12222565904	8.76732542819	8.41972190576	9.78848902378	8.90642970536	9.41156084314	0.0	9.92362168833	5.14645345793	6.6949343583	10.9122533875
sample10	10.3906453511	8.27254651175	8.60245261984	10.7193811775	8.56661639015	7.43782223139	9.14484401048	9.92362168833	0.0	9.14937690082	9.78624016248	10.1531293401
sample11	7.29167394876	8.65898913594	8.91288904728	8.42526024972	10.0346351655	9.09104293939	9.86792924935	5.14645345793	9.14937690082	0.0	6.80191256831	10.9861494346
sample12	7.86155502544	9.06725304359	8.34541541111	8.28718402567	8.91697405035	10.2717773118	9.75930519368	6.6949343583	9.78624016248	6.80191256831	0.0	10.5148514851
sample13	11.4527785401	11.3918299193	10.9306930693	11.7537105666	10.8296770854	10.7374158327	10.8541393087	10.9122533875	10.1531293401	10.9861494346	10.5148514851	0.0
