	sample1	sample2	sample3	sample4	sample5	sample6	sample8	sample9	sample11	sample12	sample13	sample14	sample15	sample16
sample1	0.0	7.73841076677	9.51103857836	8.13148918809	8.47913574138	8.28981454224	6.38100928394	7.71038567095	9.00371032929	9.79345288129	9.14003934823	9.40434108527	7.41772423715	8.61207323107
sample2	7.73841076677	0.0	8.41361842646	9.26980511145	9.09340000944	9.87792247888	7.70172563386	7.23645177728	8.01446611203	8.40221195202	5.83311128319	7.35180487805	6.81644360639	6.46593385856
sample3	9.51103857836	8.41361842646	0.0	9.31352826511	8.9031396458	9.79422360402	8.42652304895	8.61351446248	8.69245763983	9.19177293971	9.39117859725	10.0573411306	8.93710885401	9.011007424
sample4	8.13148918809	9.26980511145	9.31352826511	0.0	6.00465845465	9.70202531646	8.51837736634	8.36402745995	9.73001049633	8.93313887127	9.52029227081	9.62357894737	7.41163434903	8.59879059351
sample5	8.47913574138	9.09340000944	8.9031396458	6.00465845465	0.0	9.89730676003	8.87144899504	8.49237478525	9.79021640298	9.02917200718	9.53785941755	9.55965957447	8.31123946484	8.34042553191
sample6	8.28981454224	9.87792247888	9.79422360402	9.70202531646	9.89730676003	0.0	8.80775003752	9.58475509081	10.2796711025	10.7047430227	10.5463219748	11.0843544304	9.35146744276	10.0219229733
sample8	6.38100928394	7.70172563386	8.42652304895	8.51837736634	8.87144899504	8.80775003752	0.0	4.07848673066	6.74227222053	8.03164436402	8.30077250864	7.82482213439	7.02414242388	6.99194348667
sample9	7.71038567095	7.23645177728	8.61351446248	8.36402745995	8.49237478525	9.58475509081	4.07848673066	0.0	7.09681300986	6.91734640425	7.52979614934	7.63120496894	7.52086165069	7.09303554909
sample11	9.00371032929	8.01446611203	8.69245763983	9.73001049633	9.79021640298	10.2796711025	6.74227222053	7.09681300986	0.0	8.87138296777	9.19785428679	9.6095042735	8.29519141985	8.4168757956
sample12	9.79345288129	8.40221195202	9.19177293971	8.93313887127	9.02917200718	10.7047430227	8.03164436402	6.91734640425	8.87138296777	0.0	7.53302145676	8.20679518072	8.9742348897	7.43565752371
sample13	9.14003934823	5.83311128319	9.39117859725	9.52029227081	9.53785941755	10.5463219748	8.30077250864	7.52979614934	9.19785428679	7.53302145676	0.0	6.63314533623	8.39164528515	7.28944477777
sample14	9.40434108527	7.35180487805	10.0573411306	9.62357894737	9.55965957447	11.0843544304	7.82482213439	7.63120496894	9.6095042735	8.20679518072	6.63314533623	0.0	6.99426038781	6.99540425532
sample15	7.41772423715	6.81644360639	8.93710885401	7.41163434903	8.31123946484	9.35146744276	7.02414242388	7.52086165069	8.29519141985	8.9742348897	8.39164528515	6.99426038781	0.0	4.29549124772
sample16	8.61207323107	6.46593385856	9.011007424	8.59879059351	8.34042553191	10.0219229733	6.99194348667	7.09303554909	8.4168757956	7.43565752371	7.28944477777	6.99540425532	4.29549124772	0.0
