	MCT.f.0341	MCT.f.0344	MCT.f.0345	MCT.f.0346	MCT.f.0347	MCT.f.0348	MCT.f.0349	MCT.f.0350	MCT.f.0351	MCT.f.0352	MCT.f.0353	MCT.f.0354	MCT.f.0355	MCT.f.0356	MCT.f.0357
MCT.f.0341	0.0	3.44347850473	5.14972703821	7.04906341684	7.39098971109	7.13803054239	7.50071641133	7.77127978513	8.52290488741	8.69372954453	8.49708972303	8.65155573872	8.4660133344	8.75413247023	8.41681516588
MCT.f.0344	3.44347850473	0.0	4.00259156617	6.00422654269	6.2086387761	6.91663379356	7.49293610385	7.76493390625	8.16488818781	8.10293028404	7.7164713029	7.66413686648	8.00824390733	7.51551450426	7.68733727811
MCT.f.0345	5.14972703821	4.00259156617	0.0	3.31217600964	4.86119823318	5.93518987342	6.258276911	6.7253142619	7.81668931609	7.33614627286	6.83029311258	6.29207484865	7.05900021455	6.81700429857	6.52582278481
MCT.f.0346	7.04906341684	6.00422654269	3.31217600964	0.0	3.2800156128	5.01746031746	6.33289036545	7.24964100025	7.91392957666	7.68696001607	6.58113344197	6.43995859213	7.50282485876	6.43750558385	6.43238095238
MCT.f.0347	7.39098971109	6.2086387761	4.86119823318	3.2800156128	0.0	3.47691907364	4.73491821433	6.14564552985	7.33325611682	6.82415175381	5.80750839262	5.95428164138	7.46556583178	6.4055344895	6.23608430913
MCT.f.0348	7.13803054239	6.91663379356	5.93518987342	5.01746031746	3.47691907364	0.0	4.04511627907	5.87212786443	7.20515212438	7.42677918425	6.32844951415	6.6747826087	7.66267419962	7.21385866166	7.18711111111
MCT.f.0349	7.50071641133	7.49293610385	6.258276911	6.33289036545	4.73491821433	4.04511627907	0.0	3.2043649994	6.2400482509	6.38978837536	6.88523889528	7.1533198517	7.84050716069	7.69223497244	6.11658914729
MCT.f.0350	7.77127978513	7.76493390625	6.7253142619	7.24964100025	6.14564552985	5.87212786443	3.2043649994	0.0	5.25865035446	6.04125807136	7.17123445645	7.9521889835	8.34363011485	8.28591309777	5.81160485269
MCT.f.0351	8.52290488741	8.16488818781	7.81668931609	7.91392957666	7.33325611682	7.20515212438	6.2400482509	5.25865035446	0.0	3.85050702471	5.68955679801	7.30363979651	7.58454335426	7.51303702329	6.48545717732
MCT.f.0352	8.69372954453	8.10293028404	7.33614627286	7.68696001607	6.82415175381	7.42677918425	6.38978837536	6.04125807136	3.85050702471	0.0	3.07993882124	5.62843514951	6.99488903192	6.67934864354	6.10986779184
MCT.f.0353	8.49708972303	7.7164713029	6.83029311258	6.58113344197	5.80750839262	6.32844951415	6.88523889528	7.17123445645	5.68955679801	3.07993882124	0.0	4.04673499752	5.96389766063	5.59801396786	5.68535361217
MCT.f.0354	8.65155573872	7.66413686648	6.29207484865	6.43995859213	5.95428164138	6.6747826087	7.1533198517	7.9521889835	7.30363979651	5.62843514951	4.04673499752	0.0	3.80663227708	4.60381760339	5.93843478261
MCT.f.0355	8.4660133344	8.00824390733	7.05900021455	7.50282485876	7.46556583178	7.66267419962	7.84050716069	8.34363011485	7.58454335426	6.99488903192	5.96389766063	3.80663227708	0.0	3.25998028429	5.53593220339
MCT.f.0356	8.75413247023	7.51551450426	6.81700429857	6.43750558385	6.4055344895	7.21385866166	7.69223497244	8.28591309777	7.51303702329	6.67934864354	5.59801396786	4.60381760339	3.25998028429	0.0	4.19489681051
MCT.f.0357	8.41681516588	7.68733727811	6.52582278481	6.43238095238	6.23608430913	7.18711111111	6.11658914729	5.81160485269	6.48545717732	6.10986779184	5.68535361217	5.93843478261	5.53593220339	4.19489681051	0.0
