	MCT.f.0617	MCT.f.0618	MCT.f.0619	MCT.f.0620	MCT.f.0621	MCT.f.0622	MCT.f.0623	MCT.f.0624	MCT.f.0625	MCT.f.0627	MCT.f.0628
MCT.f.0617	0.0	0.138613861386	0.358407079646	0.460905349794	0.507518796992	0.59649122807	0.614583333333	0.621527777778	0.676666666667	0.713333333333	0.738410596026
MCT.f.0618	0.138613861386	0.0	0.252380952381	0.398268398268	0.452755905512	0.549450549451	0.628472222222	0.635416666667	0.672297297297	0.709459459459	0.713310580205
MCT.f.0619	0.358407079646	0.252380952381	0.0	0.219512195122	0.298245614035	0.46062992126	0.555555555556	0.628975265018	0.666666666667	0.677192982456	0.67615658363
MCT.f.0620	0.460905349794	0.398268398268	0.219512195122	0.0	0.164319248826	0.39837398374	0.5	0.578181818182	0.683501683502	0.685121107266	0.665480427046
MCT.f.0621	0.507518796992	0.452755905512	0.298245614035	0.164319248826	0.0	0.2625	0.375	0.489051094891	0.601351351351	0.647651006711	0.641638225256
MCT.f.0622	0.59649122807	0.549450549451	0.46062992126	0.39837398374	0.2625	0.0	0.146017699115	0.297959183673	0.438202247191	0.575438596491	0.572953736655
MCT.f.0623	0.614583333333	0.628472222222	0.555555555556	0.5	0.375	0.146017699115	0.0	0.175438596491	0.336	0.5	0.566308243728
MCT.f.0624	0.621527777778	0.635416666667	0.628975265018	0.578181818182	0.489051094891	0.297959183673	0.175438596491	0.0	0.192139737991	0.400793650794	0.475095785441
MCT.f.0625	0.676666666667	0.672297297297	0.666666666667	0.683501683502	0.601351351351	0.438202247191	0.336	0.192139737991	0.0	0.270386266094	0.355371900826
MCT.f.0627	0.713333333333	0.709459459459	0.677192982456	0.685121107266	0.647651006711	0.575438596491	0.5	0.400793650794	0.270386266094	0.0	0.112195121951
MCT.f.0628	0.738410596026	0.713310580205	0.67615658363	0.665480427046	0.641638225256	0.572953736655	0.566308243728	0.475095785441	0.355371900826	0.112195121951	0.0
