	MCT.f.0617	MCT.f.0618	MCT.f.0619	MCT.f.0620	MCT.f.0621	MCT.f.0622	MCT.f.0623	MCT.f.0624	MCT.f.0625	MCT.f.0627	MCT.f.0628
MCT.f.0617	0.0	1.23868126185	2.68791605082	3.67941659237	4.38328491533	5.64332346471	6.13486323011	6.64711462868	7.29027029351	7.65569748892	7.51240235734
MCT.f.0618	1.23868126185	0.0	1.76582986381	2.87342037212	3.74619346805	4.9636857602	5.98998716149	6.49942256424	7.17232177639	7.37669551849	7.20980358861
MCT.f.0619	2.68791605082	1.76582986381	0.0	1.72525865846	2.98401937275	4.8808635901	5.88959851583	6.94065848754	7.36964686602	7.65860972931	7.62411452341
MCT.f.0620	3.67941659237	2.87342037212	1.72525865846	0.0	1.70872853073	4.04019181193	5.14981539156	6.1843255699	7.29446320346	7.57983963345	7.4022049062
MCT.f.0621	4.38328491533	3.74619346805	2.98401937275	1.70872853073	0.0	2.55492222182	3.76720541176	4.81938786378	6.0446946844	6.98919875466	6.91433566434
MCT.f.0622	5.64332346471	4.9636857602	4.8808635901	4.04019181193	2.55492222182	0.0	1.41660106675	2.4703608066	4.19791346349	6.3386826337	6.23738517988
MCT.f.0623	6.13486323011	5.98998716149	5.88959851583	5.14981539156	3.76720541176	1.41660106675	0.0	1.36454878812	3.10548055931	5.37425040645	5.67624266202
MCT.f.0624	6.64711462868	6.49942256424	6.94065848754	6.1843255699	4.81938786378	2.4703608066	1.36454878812	0.0	2.19166583371	4.78787294858	5.1340217415
MCT.f.0625	7.29027029351	7.17232177639	7.36964686602	7.29446320346	6.0446946844	4.19791346349	3.10548055931	2.19166583371	0.0	3.57661081198	4.1554001554
MCT.f.0627	7.65569748892	7.37669551849	7.65860972931	7.57983963345	6.98919875466	6.3386826337	5.37425040645	4.78787294858	3.57661081198	0.0	1.39263638233
MCT.f.0628	7.51240235734	7.20980358861	7.62411452341	7.4022049062	6.91433566434	6.23738517988	5.67624266202	5.1340217415	4.1554001554	1.39263638233	0.0
