	sample1	sample3	sample4	sample5	sample8	sample9	sample10	sample11	sample12	sample14
sample1	0.0	8.45277361319	9.81927035451	8.30862204775	9.04220078411	8.88296715717	10.0933797909	10.2297775531	9.47953133823	10.0260869565
sample3	8.45277361319	0.0	10.0262417528	9.34813009296	9.98242439064	9.67668678659	6.5839641155	9.29840951617	7.74023734886	9.49832512315
sample4	9.81927035451	10.0262417528	0.0	8.63895164256	9.06719239402	10.4674495867	9.85187989786	7.41207707161	10.6034155375	10.4708543923
sample5	8.30862204775	9.34813009296	8.63895164256	0.0	8.43178366583	9.6787095054	9.21027331271	9.86320891553	9.42503442503	9.66784278784
sample8	9.04220078411	9.98242439064	9.06719239402	8.43178366583	0.0	8.05962199524	10.1129793	9.36732365716	9.62610911547	10.0540628166
sample9	8.88296715717	9.67668678659	10.4674495867	9.6787095054	8.05962199524	0.0	10.2942807626	9.9467171819	8.9341027257	10.1052141619
sample10	10.0933797909	6.5839641155	9.85187989786	9.21027331271	10.1129793	10.2942807626	0.0	10.0085649461	8.43047196706	9.85858304297
sample11	10.2297775531	9.29840951617	7.41207707161	9.86320891553	9.36732365716	9.9467171819	10.0085649461	0.0	9.37201751737	10.6227906977
sample12	9.47953133823	7.74023734886	10.6034155375	9.42503442503	9.62610911547	8.9341027257	8.43047196706	9.37201751737	0.0	9.10506493506
sample14	10.0260869565	9.49832512315	10.4708543923	9.66784278784	10.0540628166	10.1052141619	9.85858304297	10.6227906977	9.10506493506	0.0
