	sample1	sample2	sample4	sample5	sample6	sample9	sample11	sample12	sample14
sample1	0.0	0.657142857143	0.65671641791	0.620689655172	0.702702702703	0.51724137931	0.72	0.666666666667	0.80303030303
sample2	0.657142857143	0.0	0.595238095238	0.597402597403	0.506024096386	0.609756097561	0.721649484536	0.684931506849	0.797752808989
sample4	0.65671641791	0.595238095238	0.0	0.375	0.651685393258	0.658536585366	0.695652173913	0.722222222222	0.507246376812
sample5	0.620689655172	0.597402597403	0.375	0.0	0.658536585366	0.666666666667	0.641975308642	0.677419354839	0.611940298507
sample6	0.702702702703	0.506024096386	0.651685393258	0.658536585366	0.0	0.681818181818	0.788461538462	0.675675675676	0.840425531915
sample9	0.51724137931	0.609756097561	0.658536585366	0.666666666667	0.681818181818	0.0	0.602409638554	0.646153846154	0.792682926829
sample11	0.72	0.721649484536	0.695652173913	0.641975308642	0.788461538462	0.602409638554	0.0	0.759493670886	0.702380952381
sample12	0.666666666667	0.684931506849	0.722222222222	0.677419354839	0.675675675676	0.646153846154	0.759493670886	0.0	0.842857142857
sample14	0.80303030303	0.797752808989	0.507246376812	0.611940298507	0.840425531915	0.792682926829	0.702380952381	0.842857142857	0.0
