	sample1	sample2	sample4	sample5	sample6	sample9	sample11	sample12	sample14
sample1	0.0	6.21173469388	6.1406602073	6.95998435871	8.24508762613	7.63873626374	8.39191729323	8.74374165554	6.07789269554
sample2	6.21173469388	0.0	6.80128758128	6.68327126471	6.81523404901	8.32543171115	8.09285714286	8.40793438871	7.33297626743
sample4	6.1406602073	6.80128758128	0.0	3.75440373944	7.80497930177	7.23284916976	7.76129005479	8.70019752941	5.77041551879
sample5	6.95998435871	6.68327126471	3.75440373944	0.0	8.09776680325	8.1827223871	7.85824049174	8.17722900607	7.19308385903
sample6	8.24508762613	6.81523404901	7.80497930177	8.09776680325	0.0	6.53831855876	7.93570240657	8.32800611472	9.13435045165
sample9	7.63873626374	8.32543171115	7.23284916976	8.1827223871	6.53831855876	0.0	7.01200115674	8.76691999589	8.38752424047
sample11	8.39191729323	8.09285714286	7.76129005479	7.85824049174	7.93570240657	7.01200115674	0.0	8.88834235121	7.64777327935
sample12	8.74374165554	8.40793438871	8.70019752941	8.17722900607	8.32800611472	8.76691999589	8.88834235121	0.0	9.55330485897
sample14	6.07789269554	7.33297626743	5.77041551879	7.19308385903	9.13435045165	8.38752424047	7.64777327935	9.55330485897	0.0
