	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0582	0.0	1.3500995355	4.36087855093	5.0161420584	5.79981060606	6.68353330257	6.63544527207	6.33904232762	6.23875598086
MCT.f.0583	1.3500995355	0.0	3.65975762111	4.50665691214	5.84508750829	6.56548964393	6.59612482977	6.08228844078	5.65121014214
MCT.f.0585	4.36087855093	3.65975762111	0.0	2.50446114336	4.23654208791	5.25737348969	6.11499678806	5.1874051062	4.7996189431
MCT.f.0586	5.0161420584	4.50665691214	2.50446114336	0.0	1.9313047905	5.38981071424	6.35521665576	5.61105741973	5.51779962435
MCT.f.0587	5.79981060606	5.84508750829	4.23654208791	1.9313047905	0.0	4.8798550223	6.41408143005	5.77677349223	6.03553628389
MCT.f.0590	6.68353330257	6.56548964393	5.25737348969	5.38981071424	4.8798550223	0.0	3.01745999135	3.30176593395	4.8829904711
MCT.f.0592	6.63544527207	6.59612482977	6.11499678806	6.35521665576	6.41408143005	3.01745999135	0.0	2.20307656795	4.14988829428
MCT.f.0593	6.33904232762	6.08228844078	5.1874051062	5.61105741973	5.77677349223	3.30176593395	2.20307656795	0.0	2.37693503022
MCT.f.0595	6.23875598086	5.65121014214	4.7996189431	5.51779962435	6.03553628389	4.8829904711	4.14988829428	2.37693503022	0.0
