	MCT.f.0054	MCT.f.0055	MCT.f.0056	MCT.f.0057	MCT.f.0058	MCT.f.0059	MCT.f.0060	MCT.f.0061	MCT.f.0063	MCT.f.0065	MCT.f.0066	MCT.f.0067	MCT.f.0068
MCT.f.0054	0.0	0.356557377049	0.547368421053	0.658064516129	0.649350649351	0.666666666667	0.744336569579	0.777049180328	0.846715328467	0.789115646259	0.700315457413	0.673590504451	0.623376623377
MCT.f.0055	0.356557377049	0.0	0.290697674419	0.44014084507	0.649390243902	0.643564356436	0.699059561129	0.730158730159	0.856666666667	0.78025477707	0.693452380952	0.664788732394	0.629179331307
MCT.f.0056	0.547368421053	0.290697674419	0.0	0.232558139535	0.509803921569	0.675	0.658307210031	0.693037974684	0.851612903226	0.746835443038	0.689855072464	0.654696132597	0.651162790698
MCT.f.0057	0.658064516129	0.44014084507	0.232558139535	0.0	0.370106761566	0.55593220339	0.689024390244	0.726993865031	0.822368421053	0.744479495268	0.66862170088	0.641666666667	0.64139941691
MCT.f.0058	0.649350649351	0.649390243902	0.509803921569	0.370106761566	0.0	0.316205533597	0.501742160279	0.703125	0.794612794613	0.673333333333	0.598765432099	0.586705202312	0.637426900585
MCT.f.0059	0.666666666667	0.643564356436	0.675	0.55593220339	0.316205533597	0.0	0.414342629482	0.670138888889	0.788104089219	0.692857142857	0.616393442623	0.623493975904	0.672782874618
MCT.f.0060	0.744336569579	0.699059561129	0.658307210031	0.689024390244	0.501742160279	0.414342629482	0.0	0.380753138075	0.812949640288	0.741496598639	0.705167173252	0.667630057803	0.719298245614
MCT.f.0061	0.777049180328	0.730158730159	0.693037974684	0.726993865031	0.703125	0.670138888889	0.380753138075	0.0	0.606194690265	0.763066202091	0.723602484472	0.688235294118	0.710365853659
MCT.f.0063	0.846715328467	0.856666666667	0.851612903226	0.822368421053	0.794612794613	0.788104089219	0.812949640288	0.606194690265	0.0	0.639269406393	0.766550522648	0.761146496815	0.755102040816
MCT.f.0065	0.789115646259	0.78025477707	0.746835443038	0.744479495268	0.673333333333	0.692857142857	0.741496598639	0.763066202091	0.639269406393	0.0	0.391836734694	0.510416666667	0.719242902208
MCT.f.0066	0.700315457413	0.693452380952	0.689855072464	0.66862170088	0.598765432099	0.616393442623	0.705167173252	0.723602484472	0.766550522648	0.391836734694	0.0	0.190298507463	0.444444444444
MCT.f.0067	0.673590504451	0.664788732394	0.654696132597	0.641666666667	0.586705202312	0.623493975904	0.667630057803	0.688235294118	0.761146496815	0.510416666667	0.190298507463	0.0	0.280276816609
MCT.f.0068	0.623376623377	0.629179331307	0.651162790698	0.64139941691	0.637426900585	0.672782874618	0.719298245614	0.710365853659	0.755102040816	0.719242902208	0.444444444444	0.280276816609	0.0
