	MCT.f.0241	MCT.f.0242	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0241	0.0	0.309352517986	0.559322033898	0.696682464455	0.761061946903	0.738916256158	0.731578947368	0.732673267327	0.748858447489	0.712121212121	0.688888888889
MCT.f.0242	0.309352517986	0.0	0.3875	0.581632653061	0.764192139738	0.754807692308	0.742268041237	0.736585365854	0.752252252252	0.747572815534	0.72192513369
MCT.f.0243	0.559322033898	0.3875	0.0	0.335195530726	0.577464788732	0.748878923767	0.736842105263	0.714285714286	0.714285714286	0.706976744186	0.705
MCT.f.0244	0.696682464455	0.581632653061	0.335195530726	0.0	0.335051546392	0.722222222222	0.770562770563	0.688596491228	0.603524229075	0.69298245614	0.72602739726
MCT.f.0245	0.761061946903	0.764192139738	0.577464788732	0.335051546392	0.0	0.509803921569	0.726872246696	0.660792951542	0.54954954955	0.659292035398	0.726457399103
MCT.f.0247	0.738916256158	0.754807692308	0.748878923767	0.722222222222	0.509803921569	0.0	0.605263157895	0.679245283019	0.675555555556	0.658653846154	0.712871287129
MCT.f.0249	0.731578947368	0.742268041237	0.736842105263	0.770562770563	0.726872246696	0.605263157895	0.0	0.333333333333	0.701834862385	0.699507389163	0.710526315789
MCT.f.0250	0.732673267327	0.736585365854	0.714285714286	0.688596491228	0.660792951542	0.679245283019	0.333333333333	0.0	0.532019704433	0.708333333333	0.743961352657
MCT.f.0252	0.748858447489	0.752252252252	0.714285714286	0.603524229075	0.54954954955	0.675555555556	0.701834862385	0.532019704433	0.0	0.522388059701	0.718894009217
MCT.f.0254	0.712121212121	0.747572815534	0.706976744186	0.69298245614	0.659292035398	0.658653846154	0.699507389163	0.708333333333	0.522388059701	0.0	0.360759493671
MCT.f.0255	0.688888888889	0.72192513369	0.705	0.72602739726	0.726457399103	0.712871287129	0.710526315789	0.743961352657	0.718894009217	0.360759493671	0.0
