	MCT.f.0155	MCT.f.0157	MCT.f.0158	MCT.f.0159	MCT.f.0160	MCT.f.0161	MCT.f.0162	MCT.f.0163	MCT.f.0166	MCT.f.0167	MCT.f.0168	MCT.f.0169	MCT.f.0170
MCT.f.0155	0.0	7.67040446963	8.51998997451	8.21419717143	8.08622816784	7.83846494334	8.06871661741	7.14018370676	6.90984202664	8.12211833434	7.4092702341	6.29732348068	5.99882522693
MCT.f.0157	7.67040446963	0.0	4.18920117523	5.83348595849	8.73925440181	9.47162698413	8.87717455403	8.08077010709	8.02654574341	8.86107615758	7.68309475119	7.05776430069	6.85857103323
MCT.f.0158	8.51998997451	4.18920117523	0.0	5.34678729923	8.77131011286	10.323733993	9.35885921062	8.51197471931	8.12217150144	9.08906247173	8.02686530921	7.05872064929	7.39607728295
MCT.f.0159	8.21419717143	5.83348595849	5.34678729923	0.0	4.84240136092	9.15373581337	8.81298045202	8.64089893426	8.18070769838	8.19241942123	7.83232424821	7.48834435747	7.56988845424
MCT.f.0160	8.08622816784	8.73925440181	8.77131011286	4.84240136092	0.0	5.80716995448	8.96630601766	8.48157640618	7.94949800369	7.22427921093	7.92356144744	8.10407063303	7.8062236265
MCT.f.0161	7.83846494334	9.47162698413	10.323733993	9.15373581337	5.80716995448	0.0	4.4982875387	7.13270035885	8.73725961538	8.46126943005	8.54152607362	8.75654481132	8.11286192403
MCT.f.0162	8.06871661741	8.87717455403	9.35885921062	8.81298045202	8.96630601766	4.4982875387	0.0	4.12252556525	9.86826180645	9.92268724234	9.23939296093	9.3333941819	8.84373228875
MCT.f.0163	7.14018370676	8.08077010709	8.51197471931	8.64089893426	8.48157640618	7.13270035885	4.12252556525	0.0	8.51729331755	9.61784961698	8.44330681696	7.84941018928	8.12392126019
MCT.f.0166	6.90984202664	8.02654574341	8.12217150144	8.18070769838	7.94949800369	8.73725961538	9.86826180645	8.51729331755	0.0	3.90080049172	5.55557122307	5.78081119835	6.35347290109
MCT.f.0167	8.12211833434	8.86107615758	9.08906247173	8.19241942123	7.22427921093	8.46126943005	9.92268724234	9.61784961698	3.90080049172	0.0	4.12070313742	7.29224997556	7.54368527349
MCT.f.0168	7.4092702341	7.68309475119	8.02686530921	7.83232424821	7.92356144744	8.54152607362	9.23939296093	8.44330681696	5.55557122307	4.12070313742	0.0	3.87013253849	6.01776772685
MCT.f.0169	6.29732348068	7.05776430069	7.05872064929	7.48834435747	8.10407063303	8.75654481132	9.3333941819	7.84941018928	5.78081119835	7.29224997556	3.87013253849	0.0	2.91899774431
MCT.f.0170	5.99882522693	6.85857103323	7.39607728295	7.56988845424	7.8062236265	8.11286192403	8.84373228875	8.12392126019	6.35347290109	7.54368527349	6.01776772685	2.91899774431	0.0
