	MCT.f.0426	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0426	0.0	5.62447850016	7.15839931724	7.7394213165	8.39255660188	9.22947792513	9.52706570708	9.34630092173	7.2635473287	7.37270497236	8.31327639752	9.75747980352	9.9805024372	10.0090304779	9.02753685362	9.19195437144	8.64073363468
MCT.f.0427	5.62447850016	0.0	4.82130244096	6.6741005302	7.93737504728	8.54079923427	7.96001710826	7.80143898615	6.09948985097	6.61352969468	7.97437823174	8.13892055985	8.90498423878	8.90261080056	8.82438217112	9.02533096812	8.60788760557
MCT.f.0428	7.15839931724	4.82130244096	0.0	4.99783399575	7.40149388492	8.29241651684	7.78051299574	7.86864795849	7.2530190121	7.27958414162	7.90628941255	8.27430453097	8.80288313197	8.50889691641	8.37583537736	8.5864848238	8.00354901882
MCT.f.0429	7.7394213165	6.6741005302	4.99783399575	0.0	4.48838087621	6.83497133497	6.98124591891	7.56082664235	6.63827481045	6.67612215767	7.07747185292	8.32861849974	8.52901238585	7.85644456376	7.85967785968	8.11467997486	7.77649604085
MCT.f.0430	8.39255660188	7.93737504728	7.40149388492	4.48838087621	0.0	5.15183501474	6.05462485916	6.79595721884	6.93016613916	6.99777316441	7.21122604021	8.21661245143	8.23427313521	7.87888357076	7.496996997	8.17024275933	8.21861453583
MCT.f.0431	9.22947792513	8.54079923427	8.29241651684	6.83497133497	5.15183501474	0.0	3.29604826451	4.93780944137	6.33990800938	7.03710004205	6.90200604331	7.3149746385	6.72339099504	6.51366775028	7.1751036751	8.19211452412	8.44578422851
MCT.f.0432	9.52706570708	7.96001710826	7.78051299574	6.98124591891	6.05462485916	3.29604826451	0.0	3.41078042017	5.21419331812	6.54320813567	6.81099617409	6.83524301548	7.25218210898	7.01803530966	7.38819389074	8.22826414541	8.51012553728
MCT.f.0433	9.34630092173	7.80143898615	7.86864795849	7.56082664235	6.79595721884	4.93780944137	3.41078042017	0.0	4.27247536113	5.49661158287	6.16375264325	6.09730487687	6.93595240097	6.97967770526	6.96160217157	8.00012926107	7.64369336637
MCT.f.0434	7.2635473287	6.09948985097	7.2530190121	6.63827481045	6.93016613916	6.33990800938	5.21419331812	4.27247536113	0.0	2.52082631454	4.44330105141	6.50729059381	7.80162266634	7.85822070201	7.80360737348	8.17991538132	7.52300707247
MCT.f.0435	7.37270497236	6.61352969468	7.27958414162	6.67612215767	6.99777316441	7.03710004205	6.54320813567	5.49661158287	2.52082631454	0.0	3.52361051323	6.2473675939	8.05743093994	8.07704826672	7.18540322501	7.46536901136	6.29826228696
MCT.f.0436	8.31327639752	7.97437823174	7.90628941255	7.07747185292	7.21122604021	6.90200604331	6.81099617409	6.16375264325	4.44330105141	3.52361051323	0.0	6.0329639102	8.05483281981	7.82365824331	7.02733167951	7.59525057987	6.41901320282
MCT.f.0437	9.75747980352	8.13892055985	8.27430453097	8.32861849974	8.21661245143	7.3149746385	6.83524301548	6.09730487687	6.50729059381	6.2473675939	6.0329639102	0.0	5.69334347912	6.78816004014	6.84736837678	7.30735911466	7.41990897581
MCT.f.0438	9.9805024372	8.90498423878	8.80288313197	8.52901238585	8.23427313521	6.72339099504	7.25218210898	6.93595240097	7.80162266634	8.05743093994	8.05483281981	5.69334347912	0.0	3.28212112204	5.73114847131	7.08665439238	8.21210784516
MCT.f.0439	10.0090304779	8.90261080056	8.50889691641	7.85644456376	7.87888357076	6.51366775028	7.01803530966	6.97967770526	7.85822070201	8.07704826672	7.82365824331	6.78816004014	3.28212112204	0.0	3.98511417475	6.10762970884	7.59311971096
MCT.f.0440	9.02753685362	8.82438217112	8.37583537736	7.85967785968	7.496996997	7.1751036751	7.38819389074	6.96160217157	7.80360737348	7.18540322501	7.02733167951	6.84736837678	5.73114847131	3.98511417475	0.0	3.49126879433	4.85941438821
MCT.f.0441	9.19195437144	9.02533096812	8.5864848238	8.11467997486	8.17024275933	8.19211452412	8.22826414541	8.00012926107	8.17991538132	7.46536901136	7.59525057987	7.30735911466	7.08665439238	6.10762970884	3.49126879433	0.0	3.83824426075
MCT.f.0442	8.64073363468	8.60788760557	8.00354901882	7.77649604085	8.21861453583	8.44578422851	8.51012553728	7.64369336637	7.52300707247	6.29826228696	6.41901320282	7.41990897581	8.21210784516	7.59311971096	4.85941438821	3.83824426075	0.0
