	MCT.f.0290	MCT.f.0291	MCT.f.0292	MCT.f.0293	MCT.f.0294	MCT.f.0295	MCT.f.0296	MCT.f.0297	MCT.f.0298	MCT.f.0299	MCT.f.0300	MCT.f.0301	MCT.f.0302	MCT.f.0303	MCT.f.0304	MCT.f.0305	MCT.f.0306
MCT.f.0290	0.0	0.215189873418	0.541666666667	0.571428571429	0.694267515924	0.718085106383	0.730593607306	0.760563380282	0.737089201878	0.726829268293	0.790598290598	0.78125	0.78801843318	0.812785388128	0.824884792627	0.835680751174	0.806451612903
MCT.f.0291	0.215189873418	0.0	0.4	0.436507936508	0.585987261146	0.670103092784	0.711790393013	0.739910313901	0.717488789238	0.706976744186	0.770491803279	0.760683760684	0.771929824561	0.795652173913	0.80701754386	0.816964285714	0.786802030457
MCT.f.0292	0.541666666667	0.4	0.0	0.075	0.379746835443	0.502564102564	0.575757575758	0.59375	0.602620087336	0.637554585153	0.685039370079	0.698795180723	0.758893280632	0.760956175299	0.771084337349	0.754166666667	0.68115942029
MCT.f.0293	0.571428571429	0.436507936508	0.075	0.0	0.326923076923	0.469072164948	0.560344827586	0.577777777778	0.586956521739	0.633620689655	0.68093385214	0.709803921569	0.76833976834	0.770428015564	0.780392156863	0.764227642276	0.688679245283
MCT.f.0294	0.694267515924	0.585987261146	0.379746835443	0.326923076923	0.0	0.259459459459	0.439130434783	0.466666666667	0.497854077253	0.532188841202	0.631578947368	0.679104477612	0.735294117647	0.737037037037	0.764705882353	0.74427480916	0.676855895197
MCT.f.0295	0.718085106383	0.670103092784	0.502564102564	0.469072164948	0.259459459459	0.0	0.236607142857	0.260273972603	0.329004329004	0.377682403433	0.518518518519	0.566176470588	0.637992831541	0.643884892086	0.703832752613	0.682310469314	0.701149425287
MCT.f.0296	0.730593607306	0.711790393013	0.575757575758	0.560344827586	0.439130434783	0.236607142857	0.0	0.1	0.215189873418	0.26359832636	0.393382352941	0.512195121951	0.567010309278	0.582191780822	0.641196013289	0.651006711409	0.685314685315
MCT.f.0297	0.760563380282	0.739910313901	0.59375	0.577777777778	0.466666666667	0.260273972603	0.1	0.0	0.174107142857	0.225663716814	0.366795366795	0.492700729927	0.590909090909	0.625429553265	0.683333333333	0.662068965517	0.678832116788
MCT.f.0298	0.737089201878	0.717488789238	0.602620087336	0.586956521739	0.497854077253	0.329004329004	0.215189873418	0.174107142857	0.0	0.154545454545	0.334630350195	0.468864468864	0.588235294118	0.65	0.675496688742	0.667796610169	0.703180212014
MCT.f.0299	0.726829268293	0.706976744186	0.637554585153	0.633620689655	0.532188841202	0.377682403433	0.26359832636	0.225663716814	0.154545454545	0.0	0.220338983051	0.4046692607	0.545454545455	0.611888111888	0.680134680135	0.681506849315	0.722419928826
MCT.f.0300	0.790598290598	0.770491803279	0.685039370079	0.68093385214	0.631578947368	0.518518518519	0.393382352941	0.366795366795	0.334630350195	0.220338983051	0.0	0.214876033058	0.395437262357	0.476363636364	0.567474048443	0.596551724138	0.681660899654
MCT.f.0301	0.78125	0.760683760684	0.698795180723	0.709803921569	0.679104477612	0.566176470588	0.512195121951	0.492700729927	0.468864468864	0.4046692607	0.214876033058	0.0	0.254237288136	0.350806451613	0.486891385768	0.518656716418	0.615671641791
MCT.f.0302	0.78801843318	0.771929824561	0.758893280632	0.76833976834	0.735294117647	0.637992831541	0.567010309278	0.590909090909	0.588235294118	0.545454545455	0.395437262357	0.254237288136	0.0	0.12676056338	0.301724137931	0.373949579832	0.561752988048
MCT.f.0303	0.812785388128	0.795652173913	0.760956175299	0.770428015564	0.737037037037	0.643884892086	0.582191780822	0.625429553265	0.65	0.611888111888	0.476363636364	0.350806451613	0.12676056338	0.0	0.198156682028	0.27802690583	0.483050847458
MCT.f.0304	0.824884792627	0.80701754386	0.771084337349	0.780392156863	0.764705882353	0.703832752613	0.641196013289	0.683333333333	0.675496688742	0.680134680135	0.567474048443	0.486891385768	0.301724137931	0.198156682028	0.0	0.160194174757	0.40990990991
MCT.f.0305	0.835680751174	0.816964285714	0.754166666667	0.764227642276	0.74427480916	0.682310469314	0.651006711409	0.662068965517	0.667796610169	0.681506849315	0.596551724138	0.518656716418	0.373949579832	0.27802690583	0.160194174757	0.0	0.287128712871
MCT.f.0306	0.806451612903	0.786802030457	0.68115942029	0.688679245283	0.676855895197	0.701149425287	0.685314685315	0.678832116788	0.703180212014	0.722419928826	0.681660899654	0.615671641791	0.561752988048	0.483050847458	0.40990990991	0.287128712871	0.0
