	MCT.f.0529	MCT.f.0530	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0529	0.0	2.49477758231	8.36882943144	9.05502253658	9.93300390117	10.5993478261	11.3647821682	10.1681751825	9.76711395363	10.4072727273	10.9231217482	10.9865701418	10.6626594287
MCT.f.0530	2.49477758231	0.0	8.45230769231	9.12986881286	9.92437191658	10.5907158415	11.3561501836	10.4865504972	9.8585572843	10.5212121212	10.9144897636	11.0914652685	10.8164610608
MCT.f.0532	8.36882943144	8.45230769231	0.0	3.82593056067	8.75229368811	9.08790412486	10.022913257	8.99079169006	8.03034272658	8.81445221445	9.66958776915	9.34261374637	9.13532357957
MCT.f.0533	9.05502253658	9.12986881286	3.82593056067	0.0	5.52864487735	7.22853824284	8.75917065391	8.23141130863	8.57190681474	9.04063795853	9.57595673035	8.39979866943	8.61859273196
MCT.f.0534	9.93300390117	9.92437191658	8.75229368811	5.52864487735	0.0	4.24855119579	7.55183312846	8.04224274582	9.01054106897	9.26325412775	9.38877605009	8.39711371301	9.09575089563
MCT.f.0535	10.5993478261	10.5907158415	9.08790412486	7.22853824284	4.24855119579	0.0	3.66945288754	4.82784565746	6.11819435049	7.2308168643	9.270587326	7.92337465101	8.67702890095
MCT.f.0536	11.3647821682	11.3561501836	10.022913257	8.75917065391	7.55183312846	3.66945288754	0.0	3.04092768028	5.36222376037	7.28036105738	9.5840115044	9.03240284394	9.64385790067
MCT.f.0538	10.1681751825	10.4865504972	8.99079169006	8.23141130863	8.04224274582	4.82784565746	3.04092768028	0.0	2.94289224543	5.69205043132	9.44537396416	9.1518629744	9.29311381581
MCT.f.0539	9.76711395363	9.8585572843	8.03034272658	8.57190681474	9.01054106897	6.11819435049	5.36222376037	2.94289224543	0.0	4.80103553212	9.58218322204	9.11310624908	9.2446232788
MCT.f.0540	10.4072727273	10.5212121212	8.81445221445	9.04063795853	9.26325412775	7.2308168643	7.28036105738	5.69205043132	4.80103553212	0.0	4.79974269227	9.29667634721	9.51185884516
MCT.f.0541	10.9231217482	10.9144897636	9.66958776915	9.57595673035	9.38877605009	9.270587326	9.5840115044	9.44537396416	9.58218322204	4.79974269227	0.0	9.67805196467	10.0642975702
MCT.f.0543	10.9865701418	11.0914652685	9.34261374637	8.39979866943	8.39711371301	7.92337465101	9.03240284394	9.1518629744	9.11310624908	9.29667634721	9.67805196467	0.0	2.81380262312
MCT.f.0544	10.6626594287	10.8164610608	9.13532357957	8.61859273196	9.09575089563	8.67702890095	9.64385790067	9.29311381581	9.2446232788	9.51185884516	10.0642975702	2.81380262312	0.0
