	sample1	sample2	sample4	sample5	sample6	sample9	sample10	sample11	sample12	sample13	sample15
sample1	0.0	0.791946308725	0.776	0.7125	0.7875	0.697183098592	0.795918367347	0.807407407407	0.723404255319	0.779069767442	0.777777777778
sample2	0.791946308725	0.0	0.7890625	0.776470588235	0.684563758389	0.744966442953	0.790540540541	0.685483870968	0.833333333333	0.760233918129	0.780487804878
sample4	0.776	0.7890625	0.0	0.743055555556	0.766423357664	0.778625954198	0.654867256637	0.59793814433	0.7890625	0.774834437086	0.79020979021
sample5	0.7125	0.776470588235	0.743055555556	0.0	0.621118012422	0.82967032967	0.786982248521	0.803797468354	0.844444444444	0.760416666667	0.744444444444
sample6	0.7875	0.684563758389	0.766423357664	0.621118012422	0.0	0.74375	0.678082191781	0.735714285714	0.782608695652	0.737430167598	0.784090909091
sample9	0.697183098592	0.744966442953	0.778625954198	0.82967032967	0.74375	0.0	0.797385620915	0.782608695652	0.727891156463	0.767045454545	0.77245508982
sample10	0.795918367347	0.790540540541	0.654867256637	0.786982248521	0.678082191781	0.797385620915	0.0	0.730158730159	0.730496453901	0.763313609467	0.827380952381
sample11	0.807407407407	0.685483870968	0.59793814433	0.803797468354	0.735714285714	0.782608695652	0.730158730159	0.0	0.7265625	0.721854304636	0.751724137931
sample12	0.723404255319	0.833333333333	0.7890625	0.844444444444	0.782608695652	0.727891156463	0.730496453901	0.7265625	0.0	0.632258064516	0.73417721519
sample13	0.779069767442	0.760233918129	0.774834437086	0.760416666667	0.737430167598	0.767045454545	0.763313609467	0.721854304636	0.632258064516	0.0	0.685714285714
sample15	0.777777777778	0.780487804878	0.79020979021	0.744444444444	0.784090909091	0.77245508982	0.827380952381	0.751724137931	0.73417721519	0.685714285714	0.0
