	sample1	sample2	sample4	sample5	sample6	sample9	sample10	sample11	sample12	sample13	sample15
sample1	0.0	9.83087531124	9.81927035451	8.30862204775	9.7000680219	8.88296715717	10.0933797909	10.2297775531	9.47953133823	9.31055900621	9.38987588221
sample2	9.83087531124	0.0	9.60094785222	9.68454119996	8.88291587248	8.91183319463	9.90746749758	8.64260833931	10.0185365295	9.41697904981	9.69003144489
sample4	9.81927035451	9.60094785222	0.0	8.63895164256	9.97027655893	10.4674495867	9.85187989786	7.41207707161	10.6034155375	9.64532741365	10.238451651
sample5	8.30862204775	9.68454119996	8.63895164256	0.0	7.88325488864	9.6787095054	9.21027331271	9.86320891553	9.42503442503	6.63833542094	8.26206759767
sample6	9.7000680219	8.88291587248	9.97027655893	7.88325488864	0.0	9.31997672602	8.27819766169	8.0573880005	8.14671011215	7.20125190034	8.90557531678
sample9	8.88296715717	8.91183319463	10.4674495867	9.6787095054	9.31997672602	0.0	10.2942807626	9.9467171819	8.9341027257	9.75661216186	9.43970309921
sample10	10.0933797909	9.90746749758	9.85187989786	9.21027331271	8.27819766169	10.2942807626	0.0	10.0085649461	8.43047196706	8.68321971418	10.2212157726
sample11	10.2297775531	8.64260833931	7.41207707161	9.86320891553	8.0573880005	9.9467171819	10.0085649461	0.0	9.37201751737	8.88711541239	9.40166792124
sample12	9.47953133823	10.0185365295	10.6034155375	9.42503442503	8.14671011215	8.9341027257	8.43047196706	9.37201751737	0.0	7.39883305101	9.51091838315
sample13	9.31055900621	9.41697904981	9.64532741365	6.63833542094	7.20125190034	9.75661216186	8.68321971418	8.88711541239	7.39883305101	0.0	8.42839860187
sample15	9.38987588221	9.69003144489	10.238451651	8.26206759767	8.90557531678	9.43970309921	10.2212157726	9.40166792124	9.51091838315	8.42839860187	0.0
