	MCT.f.0515	MCT.f.0516	MCT.f.0517	MCT.f.0519	MCT.f.0520	MCT.f.0522	MCT.f.0523	MCT.f.0524	MCT.f.0525	MCT.f.0526	MCT.f.0527
MCT.f.0515	0.0	1.31264467467	2.86131315597	5.49468929379	5.59610435319	6.08226505188	6.10950430939	6.6163763077	6.53237067387	6.71474131821	6.30806527142
MCT.f.0516	1.31264467467	0.0	1.87371288624	4.6617663522	4.76645424147	6.46763330811	6.40152144722	6.79020958836	6.71009856563	6.91442179486	6.51251995188
MCT.f.0517	2.86131315597	1.87371288624	0.0	3.49788146045	4.40867018702	7.13282652105	7.3453517377	7.60492819925	7.3511369856	7.46402039694	6.96279683634
MCT.f.0519	5.49468929379	4.6617663522	3.49788146045	0.0	1.53937128522	5.05825201347	6.079138064	7.12525635285	6.71748535651	6.81461858	6.59666896137
MCT.f.0520	5.59610435319	4.76645424147	4.40867018702	1.53937128522	0.0	4.07259121465	5.15863301995	6.1839478789	6.39533172474	6.45658545058	6.21947741495
MCT.f.0522	6.08226505188	6.46763330811	7.13282652105	5.05825201347	4.07259121465	0.0	2.07429819588	3.18597007269	3.66662114531	5.02192390365	6.14362751007
MCT.f.0523	6.10950430939	6.40152144722	7.3453517377	6.079138064	5.15863301995	2.07429819588	0.0	1.37528326488	2.11835178656	3.41754996866	4.73901869793
MCT.f.0524	6.6163763077	6.79020958836	7.60492819925	7.12525635285	6.1839478789	3.18597007269	1.37528326488	0.0	1.70078183329	2.61748223291	4.28038900876
MCT.f.0525	6.53237067387	6.71009856563	7.3511369856	6.71748535651	6.39533172474	3.66662114531	2.11835178656	1.70078183329	0.0	1.67474090273	2.89842985005
MCT.f.0526	6.71474131821	6.91442179486	7.46402039694	6.81461858	6.45658545058	5.02192390365	3.41754996866	2.61748223291	1.67474090273	0.0	2.27889869337
MCT.f.0527	6.30806527142	6.51251995188	6.96279683634	6.59666896137	6.21947741495	6.14362751007	4.73901869793	4.28038900876	2.89842985005	2.27889869337	0.0
