	MCT.f.0515	MCT.f.0516	MCT.f.0517	MCT.f.0519	MCT.f.0520	MCT.f.0522	MCT.f.0523	MCT.f.0524	MCT.f.0525	MCT.f.0526	MCT.f.0527
MCT.f.0515	0.0	0.169491525424	0.253378378378	0.575079872204	0.620795107034	0.654285714286	0.657534246575	0.632311977716	0.627450980392	0.671597633136	0.62962962963
MCT.f.0516	0.169491525424	0.0	0.0944055944056	0.456026058632	0.507788161994	0.654986522911	0.658031088083	0.641361256545	0.636842105263	0.678670360111	0.642666666667
MCT.f.0517	0.253378378378	0.0944055944056	0.0	0.400709219858	0.509803921569	0.670391061453	0.700787401575	0.684350132626	0.66935483871	0.71388101983	0.675749318801
MCT.f.0519	0.575079872204	0.456026058632	0.400709219858	0.0	0.233944954128	0.548387096774	0.605263157895	0.680124223602	0.675	0.697278911565	0.665594855305
MCT.f.0520	0.620795107034	0.507788161994	0.509803921569	0.233944954128	0.0	0.423076923077	0.494736842105	0.580858085809	0.642405063291	0.648083623693	0.613861386139
MCT.f.0522	0.654285714286	0.654986522911	0.670391061453	0.548387096774	0.423076923077	0.0	0.136929460581	0.282442748092	0.402135231317	0.573426573427	0.654434250765
MCT.f.0523	0.657534246575	0.658031088083	0.700787401575	0.605263157895	0.494736842105	0.136929460581	0.0	0.160784313725	0.304347826087	0.480427046263	0.574534161491
MCT.f.0524	0.632311977716	0.641361256545	0.684350132626	0.680124223602	0.580858085809	0.282442748092	0.160784313725	0.0	0.16796875	0.360153256705	0.496732026144
MCT.f.0525	0.627450980392	0.636842105263	0.66935483871	0.675	0.642405063291	0.402135231317	0.304347826087	0.16796875	0.0	0.220833333333	0.389473684211
MCT.f.0526	0.671597633136	0.678670360111	0.71388101983	0.697278911565	0.648083623693	0.573426573427	0.480427046263	0.360153256705	0.220833333333	0.0	0.314516129032
MCT.f.0527	0.62962962963	0.642666666667	0.675749318801	0.665594855305	0.613861386139	0.654434250765	0.574534161491	0.496732026144	0.389473684211	0.314516129032	0.0
