	sample1	sample2	sample3	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	0.638655462185	0.785714285714	0.81308411215	0.758620689655	0.644230769231	0.666666666667	0.752380952381	0.772727272727	0.816666666667	0.769230769231
sample2	0.638655462185	0.0	0.657894736842	0.7421875	0.789115646259	0.664122137405	0.69014084507	0.7109375	0.609929078014	0.751773049645	0.624113475177
sample3	0.785714285714	0.657894736842	0.0	0.804347826087	0.832512315271	0.768421052632	0.75	0.857142857143	0.712121212121	0.819095477387	0.828703703704
sample5	0.81308411215	0.7421875	0.804347826087	0.0	0.8828125	0.823529411765	0.801587301587	0.849557522124	0.816176470588	0.825	0.847826086957
sample6	0.758620689655	0.789115646259	0.832512315271	0.8828125	0.0	0.753968253968	0.782608695652	0.886363636364	0.82119205298	0.846715328467	0.87898089172
sample8	0.644230769231	0.664122137405	0.768421052632	0.823529411765	0.753968253968	0.0	0.316326530612	0.8	0.643410852713	0.675213675214	0.679389312977
sample9	0.666666666667	0.69014084507	0.75	0.801587301587	0.782608695652	0.316326530612	0.0	0.75	0.652173913043	0.661290322581	0.676258992806
sample10	0.752380952381	0.7109375	0.857142857143	0.849557522124	0.886363636364	0.8	0.75	0.0	0.838028169014	0.811475409836	0.696
sample11	0.772727272727	0.609929078014	0.712121212121	0.816176470588	0.82119205298	0.643410852713	0.652173913043	0.838028169014	0.0	0.742857142857	0.723684210526
sample12	0.816666666667	0.751773049645	0.819095477387	0.825	0.846715328467	0.675213675214	0.661290322581	0.811475409836	0.742857142857	0.0	0.585365853659
sample13	0.769230769231	0.624113475177	0.828703703704	0.847826086957	0.87898089172	0.679389312977	0.676258992806	0.696	0.723684210526	0.585365853659	0.0
