	sample1	sample2	sample3	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	7.73841076677	9.51103857836	8.47913574138	8.28981454224	6.38100928394	7.71038567095	9.74168644202	9.00371032929	9.79345288129	9.14003934823
sample2	7.73841076677	0.0	8.41361842646	9.09340000944	9.87792247888	7.70172563386	7.23645177728	6.84821937644	8.01446611203	8.40221195202	5.83311128319
sample3	9.51103857836	8.41361842646	0.0	8.9031396458	9.79422360402	8.42652304895	8.61351446248	10.6784580499	8.69245763983	9.19177293971	9.39117859725
sample5	8.47913574138	9.09340000944	8.9031396458	0.0	9.89730676003	8.87144899504	8.49237478525	9.50186712983	9.79021640298	9.02917200718	9.53785941755
sample6	8.28981454224	9.87792247888	9.79422360402	9.89730676003	0.0	8.80775003752	9.58475509081	11.0550762077	10.2796711025	10.7047430227	10.5463219748
sample8	6.38100928394	7.70172563386	8.42652304895	8.87144899504	8.80775003752	0.0	4.07848673066	10.435202065	6.74227222053	8.03164436402	8.30077250864
sample9	7.71038567095	7.23645177728	8.61351446248	8.49237478525	9.58475509081	4.07848673066	0.0	8.83070097604	7.09681300986	6.91734640425	7.52979614934
sample10	9.74168644202	6.84821937644	10.6784580499	9.50186712983	11.0550762077	10.435202065	8.83070097604	0.0	10.8634688063	9.7479468896	7.68883970074
sample11	9.00371032929	8.01446611203	8.69245763983	9.79021640298	10.2796711025	6.74227222053	7.09681300986	10.8634688063	0.0	8.87138296777	9.19785428679
sample12	9.79345288129	8.40221195202	9.19177293971	9.02917200718	10.7047430227	8.03164436402	6.91734640425	9.7479468896	8.87138296777	0.0	7.53302145676
sample13	9.14003934823	5.83311128319	9.39117859725	9.53785941755	10.5463219748	8.30077250864	7.52979614934	7.68883970074	9.19785428679	7.53302145676	0.0
