	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15
sample2	0.0	6.38041566747	6.61188451836	6.5239008793	7.19838288661	7.5668410726	6.69106540494	7.76885745641	7.98436806111	9.07349258715	9.79762072695	9.19625416985	8.95287597673	8.63243064085
sample3	6.38041566747	0.0	10.5323232323	9.45333333333	9.86656833825	9.17777777778	8.11194098663	8.21789077213	8.39259259259	8.82983425414	10.0294117647	10.3729981378	10.6993088783	9.94146341463
sample4	6.61188451836	10.5323232323	0.0	7.26187590188	7.77198023216	8.48311688312	10.2650212858	10.4804754567	10.2737694404	10.4526799168	9.99142687378	8.15678734673	8.35748462064	9.44145285609
sample5	6.5239008793	9.45333333333	7.26187590188	0.0	4.94151425762	6.65070707071	8.00070078377	7.93566854991	8.01481481481	9.31923879681	8.3968627451	7.03091247672	6.77367357788	8.28422764228
sample6	7.19838288661	9.86656833825	7.77198023216	4.94151425762	0.0	6.62566371681	6.74053537987	8.95092245388	9.33322407954	9.41483726919	8.92336167505	6.04301181589	7.78905026041	8.93927620692
sample7	7.5668410726	9.17777777778	8.48311688312	6.65070707071	6.62566371681	0.0	5.96937004904	7.46379044684	8.15185185185	10.0465427758	7.76844919786	6.58207211783	7.33157894737	9.52498152254
sample8	6.69106540494	8.11194098663	10.2650212858	8.00070078377	6.74053537987	5.96937004904	0.0	8.03859624446	8.15467957584	8.73236896602	9.33710302932	9.22942117342	9.88131588874	9.36403198057
sample9	7.76885745641	8.21789077213	10.4804754567	7.93566854991	8.95092245388	7.46379044684	8.03859624446	0.0	4.52707679431	9.12878234541	8.44198515564	10.2423634126	9.58978185062	9.14807771807
sample10	7.98436806111	8.39259259259	10.2737694404	8.01481481481	9.33322407954	8.15185185185	8.15467957584	4.52707679431	0.0	8.01347111384	9.58968772694	11.18387475	10.4208754209	9.57015959048
sample11	9.07349258715	8.82983425414	10.4526799168	9.31923879681	9.41483726919	10.0465427758	8.73236896602	9.12878234541	8.01347111384	0.0	9.62849817643	10.4093130446	10.3634425088	7.98607555136
sample12	9.79762072695	10.0294117647	9.99142687378	8.3968627451	8.92336167505	7.76844919786	9.33710302932	8.44198515564	9.58968772694	9.62849817643	0.0	7.54237411911	10.0550708322	9.84249960147
sample13	9.19625416985	10.3729981378	8.15678734673	7.03091247672	6.04301181589	6.58207211783	9.22942117342	10.2423634126	11.18387475	10.4093130446	7.54237411911	0.0	7.7046857876	9.23655962817
sample14	8.95287597673	10.6993088783	8.35748462064	6.77367357788	7.78905026041	7.33157894737	9.88131588874	9.58978185062	10.4208754209	10.3634425088	10.0550708322	7.7046857876	0.0	6.77457501848
sample15	8.63243064085	9.94146341463	9.44145285609	8.28422764228	8.93927620692	9.52498152254	9.36403198057	9.14807771807	9.57015959048	7.98607555136	9.84249960147	9.23655962817	6.77457501848	0.0
