	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15
sample2	0.0	0.798076923077	0.48275862069	0.609756097561	0.609090909091	0.7	0.724137931034	0.688	0.798245614035	0.813559322034	0.754237288136	0.730434782609	0.637168141593	0.746913580247
sample3	0.798076923077	0.0	0.916666666667	0.859649122807	0.833333333333	0.85393258427	0.72619047619	0.805825242718	0.753246753247	0.775362318841	0.795454545455	0.806818181818	0.902912621359	0.92
sample4	0.48275862069	0.916666666667	0.0	0.587628865979	0.773195876289	0.827956989247	0.914285714286	0.90756302521	0.89247311828	0.886075949367	0.87	0.821052631579	0.723404255319	0.850340136054
sample5	0.609756097561	0.859649122807	0.587628865979	0.0	0.661016949153	0.766666666667	0.84962406015	0.784172661871	0.786324786325	0.818681318681	0.733333333333	0.752066115702	0.7578125	0.804597701149
sample6	0.609090909091	0.833333333333	0.773195876289	0.661016949153	0.0	0.631578947368	0.701923076923	0.762295081967	0.830188679245	0.827380952381	0.72380952381	0.733333333333	0.81512605042	0.834355828221
sample7	0.7	0.85393258427	0.827956989247	0.766666666667	0.631578947368	0.0	0.641304347826	0.706422018349	0.8	0.859756097561	0.652173913043	0.691489361702	0.787037037037	0.860759493671
sample8	0.724137931034	0.72619047619	0.914285714286	0.84962406015	0.701923076923	0.641304347826	0.0	0.793388429752	0.734042553191	0.807453416149	0.827272727273	0.814814814815	0.796460176991	0.858024691358
sample9	0.688	0.805825242718	0.90756302521	0.784172661871	0.762295081967	0.706422018349	0.793388429752	0.0	0.75	0.850828729282	0.669724770642	0.779661016949	0.754098360656	0.766871165644
sample10	0.798245614035	0.753246753247	0.89247311828	0.786324786325	0.830188679245	0.8	0.734042553191	0.75	0.0	0.809210526316	0.854368932039	0.926605504587	0.820754716981	0.862745098039
sample11	0.813559322034	0.775362318841	0.886075949367	0.818681318681	0.827380952381	0.859756097561	0.807453416149	0.850828729282	0.809210526316	0.0	0.849397590361	0.869047619048	0.875	0.765
sample12	0.754237288136	0.795454545455	0.87	0.733333333333	0.72380952381	0.652173913043	0.827272727273	0.669724770642	0.854368932039	0.849397590361	0.0	0.634408602151	0.875	0.857142857143
sample13	0.730434782609	0.806818181818	0.821052631579	0.752066115702	0.733333333333	0.691489361702	0.814814814815	0.779661016949	0.926605504587	0.869047619048	0.634408602151	0.0	0.844827586207	0.826923076923
sample14	0.637168141593	0.902912621359	0.723404255319	0.7578125	0.81512605042	0.787037037037	0.796460176991	0.754098360656	0.820754716981	0.875	0.875	0.844827586207	0.0	0.625899280576
sample15	0.746913580247	0.92	0.850340136054	0.804597701149	0.834355828221	0.860759493671	0.858024691358	0.766871165644	0.862745098039	0.765	0.857142857143	0.826923076923	0.625899280576	0.0
